target,best_state,best_Rdep,cs_spread,cs_rel_drop,cs_flag,n_slices_ident,Rdep_overall,Rdep_Rest,Rdep_Stim8hr,Rdep_Stim48hr
SLC27A5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC2A13,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC2A14,Rest,0.0505,NA,NA,False,1,NA,0.0505,NA,NA
SLC2A4RG,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC2A8,Stim8hr,0.0171,NA,NA,False,1,0.0038,NA,0.0171,NA
SLC30A4,Stim8hr,0.0237,NA,NA,False,1,NA,NA,0.0237,NA
SLC30A7,Stim8hr,0.0263,NA,NA,False,1,0.0256,NA,0.0263,NA
SLC31A2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC35A1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC35A2,Stim48hr,0.0336,NA,NA,False,1,NA,NA,NA,0.0336
SLC35A3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC35B3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC35B4,Stim8hr,0.0009,NA,NA,False,1,NA,NA,0.0009,NA
SLC35C2,Stim48hr,0.0059,NA,NA,False,1,NA,NA,NA,0.0059
SLC35E1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC35E2A,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC35F5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC36A4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC37A1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC37A4,Stim8hr,0.0293,NA,NA,False,1,0.0065,NA,0.0293,NA
SLC38A1,Stim8hr,0.0477,NA,NA,False,1,0.0473,NA,0.0477,NA
SLC38A2,Stim48hr,0.0618,NA,NA,False,1,NA,NA,NA,0.0618
SLC38A7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC38A9,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC39A3,Stim8hr,0.0113,NA,NA,False,1,NA,NA,0.0113,NA
SLC39A7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC39A9,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC3A1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC43A3,Stim8hr,0.0005,NA,NA,False,1,NA,NA,0.0005,NA
SLC44A1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC44A2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC44A3,NA,NA,NA,NA,False,0,0.0163,NA,NA,NA
SLC44A5,Stim8hr,0.0115,NA,NA,False,1,NA,NA,0.0115,NA
SLC51A,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC52A2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC5A5,Stim48hr,0.0274,NA,NA,False,1,NA,NA,NA,0.0274
SLC6A8,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC7A5,Rest,0.0309,NA,NA,False,1,NA,0.0309,NA,NA
SLC7A6,Stim8hr,0.0581,NA,NA,False,1,0.0903,NA,0.0581,NA
SLC7A6OS,Stim8hr,0.0055,NA,NA,False,1,NA,NA,0.0055,NA
SLC7A7,Rest,0.0118,NA,NA,False,1,NA,0.0118,NA,NA
SLC9A1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
NHERF1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC9A6,Rest,0.0816,NA,NA,False,1,NA,0.0816,NA,NA
SLC9A7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC9A8,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLC9A9,Rest,0.0416,NA,NA,False,1,0.0317,0.0416,NA,NA
SLC9B2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLCO4A1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLCO4C1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLFN11,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLFN12L,Stim48hr,0.0431,NA,NA,False,1,NA,NA,NA,0.0431
SLFN13,Stim48hr,0.0261,NA,NA,False,1,NA,NA,NA,0.0261
SLFN14,Stim48hr,0.0105,NA,NA,False,1,NA,NA,NA,0.0105
SLFN5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SLFNL1,Rest,0.0042,NA,NA,False,1,NA,0.0042,NA,NA
SLIT3,NA,NA,NA,NA,False,0,0.0126,NA,NA,NA
SLMAP,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMAD1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMAD2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMAD3,Stim8hr,0.0019,NA,NA,False,1,NA,NA,0.0019,NA
SMARCAL1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMARCC1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMC2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMC4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMCO4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMCR8,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMG6,Stim8hr,0.0123,NA,NA,False,1,NA,NA,0.0123,NA
SMIM1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMIM12,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMIM14,Rest,0.004,NA,NA,False,1,NA,0.004,NA,NA
SMIM15,Stim8hr,0.0595,NA,NA,False,1,NA,NA,0.0595,NA
SMIM22,Stim8hr,0.0007,NA,NA,False,1,NA,NA,0.0007,NA
SMIM24,Rest,0.0043,NA,NA,False,1,NA,0.0043,NA,NA
SMIM29,Stim48hr,0.0094,NA,NA,False,1,NA,NA,NA,0.0094
SMIM3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
UQCC5,Stim48hr,0.0333,NA,NA,False,1,NA,NA,NA,0.0333
SMIM7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMN2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMOX,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SMPD3,Stim48hr,0.0233,NA,NA,False,1,NA,NA,NA,0.0233
SMURF1,Stim8hr,0.0264,NA,NA,False,1,NA,NA,0.0264,NA
SMYD2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNAI1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNAI2,NA,NA,NA,NA,False,0,0.0071,NA,NA,NA
SND1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNED1,Stim48hr,0.0045,NA,NA,False,1,NA,NA,NA,0.0045
SNF8,Rest,0.0289,NA,NA,False,1,0.0819,0.0289,NA,NA
SNN,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNRNP35,Stim48hr,0.1004,NA,NA,False,1,0.1219,NA,NA,0.1004
SNRNP48,NA,NA,NA,NA,False,0,0.0402,NA,NA,NA
SNRPA,Stim8hr,0.0187,NA,NA,False,1,NA,NA,0.0187,NA
SNRPA1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNTA1,Rest,0.0321,NA,NA,False,1,NA,0.0321,NA,NA
SNTB1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX12,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX13,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX14,Stim8hr,0.0096,NA,NA,False,1,0.0035,NA,0.0096,NA
SNX16,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX17,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX19,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX27,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SNX29,Stim8hr,0.0485,NA,NA,False,1,NA,NA,0.0485,NA
SNX33,Stim48hr,0.0147,NA,NA,False,1,NA,NA,NA,0.0147
SNX4,Stim48hr,0.0902,NA,NA,False,1,0.0785,NA,NA,0.0902
SNX5,NA,NA,NA,NA,False,0,0.0429,NA,NA,NA
SNX6,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOAT2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOCS1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOCS2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOCS5,Rest,0.0414,NA,NA,False,1,NA,0.0414,NA,NA
SOCS7,Rest,0.0312,NA,NA,False,1,0.0444,0.0312,NA,NA
MTCL3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOHLH2,Stim48hr,0.0395,NA,NA,False,1,NA,NA,NA,0.0395
SORCS3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOS2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOWAHC,NA,NA,NA,NA,False,0,0.0322,NA,NA,NA
SOX1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOX14,Rest,0.0265,NA,NA,False,1,NA,0.0265,NA,NA
SOX17,Stim48hr,0.0057,NA,NA,False,1,NA,NA,NA,0.0057
SOX2,Stim48hr,0.0119,NA,NA,False,1,NA,NA,NA,0.0119
SOX3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SOX30,Stim8hr,0.0167,NA,NA,False,1,NA,NA,0.0167,NA
SOX7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SP100,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SP2,Stim8hr,0.0389,NA,NA,False,1,NA,NA,0.0389,NA
SP6,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPAG1,Stim48hr,0.0342,NA,NA,False,1,NA,NA,NA,0.0342
SPAG4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPAG5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPAG7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPAG9,Rest,0.0842,NA,NA,False,1,NA,0.0842,NA,NA
SPARC,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATA13,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATA24,Stim48hr,0.0258,NA,NA,False,1,NA,NA,NA,0.0258
SPATA25,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATA2L,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATA33,NA,NA,NA,NA,False,0,NA,NA,NA,NA
AFG2B,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATA6,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATA6L,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATS2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPATS2L,Stim48hr,0.025,NA,NA,False,1,NA,NA,NA,0.025
SPC25,Stim48hr,0.1312,NA,NA,False,1,0.1831,NA,NA,0.1312
SPCS2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPDYA,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPDYE2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPDYE3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPECC1L,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPEF2,Stim48hr,0.0298,NA,NA,False,1,NA,NA,NA,0.0298
SPEN,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPG11,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPG21,Rest,0.015,NA,NA,False,1,NA,0.015,NA,NA
SPG7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPHK2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPIB,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPIC,Stim48hr,0.0481,NA,NA,False,1,NA,NA,NA,0.0481
SPIN2B,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPIN3,NA,NA,NA,NA,False,0,0.0113,NA,NA,NA
SPIN4,Stim48hr,0.0268,NA,NA,False,1,0.0191,NA,NA,0.0268
SPINDOC,Rest,0.0157,NA,NA,False,1,NA,0.0157,NA,NA
SPIRE1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPN,Rest,0.017,NA,NA,False,1,0.0269,0.017,NA,NA
SPNS1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPOCK2,Stim8hr,0.015,NA,NA,False,1,NA,NA,0.015,NA
SPON2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPOPL,Stim48hr,0.1029,NA,NA,False,1,0.1674,NA,NA,0.1029
SPP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPPL2B,Stim48hr,0.0279,NA,NA,False,1,0.0506,NA,NA,0.0279
SPPL3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPR,Rest,0.1079,NA,NA,False,1,0.1069,0.1079,NA,NA
SPRN,Stim8hr,0.008,NA,NA,False,1,NA,NA,0.008,NA
SPRTN,Rest,0.0064,NA,NA,False,1,NA,0.0064,NA,NA
SPRYD3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPRYD4,Stim48hr,0.0246,NA,NA,False,1,NA,NA,NA,0.0246
SPRYD7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPSB1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPTAN1,Stim8hr,0.0145,NA,NA,False,1,NA,NA,0.0145,NA
SPTBN1,Stim8hr,0.0365,NA,NA,False,1,NA,NA,0.0365,NA
SPTSSB,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPTY2D1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SPZ1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SQLE,Stim48hr,0.0571,NA,NA,False,1,0.0967,NA,NA,0.0571
SQOR,Rest,0.0096,NA,NA,False,1,NA,0.0096,NA,NA
SRBD1,NA,NA,NA,NA,False,0,0.1289,NA,NA,NA
SREBF1,Stim8hr,0.0271,NA,NA,False,1,0.1022,NA,0.0271,NA
SREBF2,Stim48hr,0.0292,NA,NA,False,1,NA,NA,NA,0.0292
SREK1IP1,Stim48hr,0.0238,NA,NA,False,1,NA,NA,NA,0.0238
SRGAP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SRGAP2B,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SRI,Stim48hr,0.0425,NA,NA,False,1,0.0703,NA,NA,0.0425
SRP19,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SRPK2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SRRD,Stim8hr,0.0265,NA,NA,False,1,0.0288,NA,0.0265,NA
SRSF11,Stim48hr,0.0062,NA,NA,False,1,NA,NA,NA,0.0062
SRSF3,Stim48hr,0.0445,NA,NA,False,1,0.0683,NA,NA,0.0445
SRSF8,Stim8hr,0.0292,NA,NA,False,1,NA,NA,0.0292,NA
SRXN1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SS18L1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SSBP2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SSH1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SSH2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SSH3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SSR1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SSR3,Stim8hr,0.0188,NA,NA,False,1,NA,NA,0.0188,NA
SSRP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
ST13,NA,NA,NA,NA,False,0,NA,NA,NA,NA
ST18,NA,NA,NA,NA,False,0,NA,NA,NA,NA
ST20-MTHFS,NA,NA,NA,NA,False,0,NA,NA,NA,NA
ST3GAL1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
ST3GAL2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
DENND2B,Stim48hr,0.0206,NA,NA,False,1,NA,NA,NA,0.0206
ST6GALNAC3,Rest,0.0576,NA,NA,False,1,NA,0.0576,NA,NA
ST6GALNAC4,Stim8hr,0.0198,NA,NA,False,1,NA,NA,0.0198,NA
STAG1,Stim8hr,0.0188,NA,NA,False,1,NA,NA,0.0188,NA
STAG2,Rest,0.0646,NA,NA,False,1,NA,0.0646,NA,NA
STAG3,Stim8hr,0.0155,NA,NA,False,1,NA,NA,0.0155,NA
STAM2,Stim8hr,0.0036,NA,NA,False,1,NA,NA,0.0036,NA
STAMBPL1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STAP1,Rest,0.0385,NA,NA,False,1,NA,0.0385,NA,NA
STAP2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STARD3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STARD9,Stim48hr,0.0084,NA,NA,False,1,NA,NA,NA,0.0084
STATH,Rest,0.0228,NA,NA,False,1,NA,0.0228,NA,NA
STAU1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STC2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STEAP4,Stim8hr,0.0083,NA,NA,False,1,NA,NA,0.0083,NA
STIM1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STK11IP,Stim8hr,0.0054,NA,NA,False,1,NA,NA,0.0054,NA
STK16,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STK17A,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STK19,Stim8hr,0.0591,NA,NA,False,1,0.0681,NA,0.0591,NA
STK24,Rest,0.0012,NA,NA,False,1,NA,0.0012,NA,NA
STK25,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STK36,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STK38L,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STK39,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STMP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STN1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STOML1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STOX1,Rest,0.0338,NA,NA,False,1,NA,0.0338,NA,NA
STPG1,Rest,0.0545,NA,NA,False,1,NA,0.0545,NA,NA
STRADA,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STRADB,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STRIP2,Stim48hr,0.0539,NA,NA,False,1,NA,NA,NA,0.0539
STRN3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STX11,Stim8hr,0.0235,NA,NA,False,1,NA,NA,0.0235,NA
STX17,Stim48hr,0.0341,NA,NA,False,1,0.1518,NA,NA,0.0341
STX18,NA,NA,NA,NA,False,0,0.0773,NA,NA,NA
STX4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STX5,Stim8hr,0.0083,NA,NA,False,1,NA,NA,0.0083,NA
STX6,Stim8hr,0.0086,NA,NA,False,1,NA,NA,0.0086,NA
STX7,Stim8hr,0.0467,NA,NA,False,1,0.006,NA,0.0467,NA
STX8,Stim8hr,0.0269,NA,NA,False,1,NA,NA,0.0269,NA
STXBP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STXBP2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
STXBP3,Stim48hr,0.021,NA,NA,False,1,0.0189,NA,NA,0.021
STYX,Stim48hr,0.0064,NA,NA,False,1,NA,NA,NA,0.0064
SUB1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SUCO,Stim8hr,0.0039,NA,NA,False,1,0.009,NA,0.0039,NA
SUGP2,Rest,0.0195,NA,NA,False,1,NA,0.0195,NA,NA
SULT1A1,Stim8hr,0.0205,NA,NA,False,1,NA,NA,0.0205,NA
SULT1A4,Stim48hr,0.0121,NA,NA,False,1,NA,NA,NA,0.0121
SULT1B1,Stim48hr,0.0017,NA,NA,False,1,NA,NA,NA,0.0017
SUMF2,Rest,0.0104,NA,NA,False,1,NA,0.0104,NA,NA
SUMO1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SUOX,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SUPT3H,Rest,0.0409,NA,NA,False,1,0.0808,0.0409,NA,NA
SUPT6H,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SURF1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SURF2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SUSD1,Stim48hr,0.0942,NA,NA,False,1,0.1304,NA,NA,0.0942
SUSD4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SUSD6,Stim48hr,0.0732,NA,NA,False,1,0.0917,NA,NA,0.0732
SUV39H1,Stim8hr,0.0097,NA,NA,False,1,0.0069,NA,0.0097,NA
SUV39H2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SV2A,Stim48hr,0.0014,NA,NA,False,1,0.0148,NA,NA,0.0014
SVBP,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SVIL,Rest,0.0414,NA,NA,False,1,NA,0.0414,NA,NA
SWAP70,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SWI5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYAP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYCE1L,Rest,0.0323,NA,NA,False,1,0.0294,0.0323,NA,NA
SYCE2,Stim8hr,0.0098,NA,NA,False,1,NA,NA,0.0098,NA
SYDE2,Stim48hr,0.0062,NA,NA,False,1,NA,NA,NA,0.0062
SYF2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYMPK,Stim8hr,0.0803,NA,NA,False,1,0.1443,NA,0.0803,NA
SYNCRIP,Rest,0.0105,NA,NA,False,1,NA,0.0105,NA,NA
SYNE2,Stim8hr,0.0358,NA,NA,False,1,NA,NA,0.0358,NA
SYNGAP1,Stim48hr,0.0534,NA,NA,False,1,NA,NA,NA,0.0534
SYNGR1,Stim48hr,0.0137,NA,NA,False,1,NA,NA,NA,0.0137
SYNGR3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYNJ1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYNJ2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYNJ2BP,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYT11,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SYTL2,Rest,0.0395,NA,NA,False,1,NA,0.0395,NA,NA
SZRD1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
SZT2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAB2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TACC2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TACC3,Stim8hr,0.1684,NA,NA,False,1,0.2261,NA,0.1684,NA
TACR2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF12,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF1A,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF1B,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF1D,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAF8,Stim48hr,0.1123,NA,NA,False,1,0.1374,NA,NA,0.1123
TAF9B,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAGAP,Stim48hr,0.0193,NA,NA,False,1,NA,NA,NA,0.0193
TAGLN,Stim48hr,0.0147,NA,NA,False,1,NA,NA,NA,0.0147
TAGLN2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAL1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TALDO1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAMM41,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TANC2,Rest,0.0105,NA,NA,False,1,NA,0.0105,NA,NA
TAOK3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAP1,Rest,0.0368,NA,NA,False,1,NA,0.0368,NA,NA
TAP2,Stim48hr,0.0193,NA,NA,False,1,NA,NA,NA,0.0193
TAPBP,Stim48hr,0.0309,NA,NA,False,1,NA,NA,NA,0.0309
TAPT1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TARBP1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TAS2R4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TASP1,Stim48hr,0.0469,NA,NA,False,1,NA,NA,NA,0.0469
TATDN3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBC1D1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBC1D10C,Stim48hr,0.0516,NA,NA,False,1,NA,NA,NA,0.0516
TBC1D14,Stim48hr,0.0441,NA,NA,False,1,NA,NA,NA,0.0441
TBC1D20,Stim48hr,0.0667,NA,NA,False,1,NA,NA,NA,0.0667
TBC1D22A,Rest,0.0195,NA,NA,False,1,NA,0.0195,NA,NA
TBC1D22B,Stim8hr,0.0121,NA,NA,False,1,NA,NA,0.0121,NA
TBC1D24,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBC1D31,Stim48hr,0.0304,NA,NA,False,1,0.0377,NA,NA,0.0304
TBC1D32,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBC1D3B,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBC1D4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBC1D7,Stim48hr,0.042,NA,NA,False,1,0.0211,NA,NA,0.042
TBCCD1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBCEL,Rest,0.0295,NA,NA,False,1,NA,0.0295,NA,NA
TBCK,Stim8hr,0.0607,NA,NA,False,1,NA,NA,0.0607,NA
TBK1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBL1X,Rest,0.0209,NA,NA,False,1,0.0011,0.0209,NA,NA
TBL2,Stim8hr,0.0049,NA,NA,False,1,NA,NA,0.0049,NA
TBPL1,Rest,0.0082,NA,NA,False,1,NA,0.0082,NA,NA
TBPL2,Stim8hr,0.0006,NA,NA,False,1,NA,NA,0.0006,NA
TBR1,Stim8hr,0.03,NA,NA,False,1,0.0146,NA,0.03,NA
TBX1,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBX10,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBX15,Rest,0.0107,NA,NA,False,1,0.0172,0.0107,NA,NA
TBX18,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBX20,Rest,0.0491,NA,NA,False,1,NA,0.0491,NA,NA
TBX3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBX4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBX5,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TBXA2R,Stim8hr,0.0175,NA,NA,False,1,NA,NA,0.0175,NA
TC2N,Stim48hr,0.0227,NA,NA,False,1,0.0018,NA,NA,0.0227
TCAIM,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCEA2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCEAL2,Stim8hr,0.0055,NA,NA,False,1,NA,NA,0.0055,NA
TCEAL3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCEAL4,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCEAL9,Stim8hr,0.0058,NA,NA,False,1,NA,NA,0.0058,NA
TCEANC2,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCF12,Stim8hr,0.0043,NA,NA,False,1,NA,NA,0.0043,NA
TCF20,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCF21,Stim48hr,0.0232,NA,NA,False,1,NA,NA,NA,0.0232
TCF24,Stim8hr,0.0041,NA,NA,False,1,NA,NA,0.0041,NA
TCF25,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCF3,NA,NA,NA,NA,False,0,NA,NA,NA,NA
TCF7,NA,NA,NA,NA,False,0,NA,NA,NA,NA
