target,best_state,best_Rdep,cs_spread,cs_rel_drop,cs_flag,n_slices_ident,Rdep_overall,Rdep_Rest,Rdep_Stim8hr,Rdep_Stim48hr
MED9,Stim8hr,0.1277,0.0744,0.5832,False,3,0.1902,0.0984,0.1277,0.0532
LSR,Stim8hr,0.1134,0.0744,0.6564,False,3,0.1742,0.0408,0.1134,0.039
GPKOW,Stim8hr,0.0759,0.0743,0.9788,False,3,0.13,0.0632,0.0759,0.0016
COX10,Stim8hr,0.1087,0.0742,0.6827,False,3,0.1568,0.0345,0.1087,0.097
EPHB4,Stim48hr,0.0991,0.0742,0.749,False,3,0.167,0.0249,0.0543,0.0991
SPOUT1,Stim8hr,0.1993,0.074,0.3713,False,2,0.2685,0.1253,0.1993,NA
MTG1,Stim48hr,0.1193,0.074,0.6199,False,2,0.0472,NA,0.0453,0.1193
ABCD1,Stim8hr,0.1126,0.0739,0.6567,False,2,0.2017,NA,0.1126,0.0386
PLA2G15,Stim8hr,0.0835,0.0738,0.8833,False,3,0.0788,0.0097,0.0835,0.0153
IL10RA,Stim8hr,0.0961,0.0737,0.767,False,3,0.108,0.0224,0.0961,0.0902
CCDC17,Rest,0.1293,0.0737,0.5697,False,2,0.1574,0.1293,NA,0.0556
RPRD2,Rest,0.1544,0.0736,0.477,False,3,0.1909,0.1544,0.1395,0.0807
BCS1L,Stim48hr,0.0838,0.0735,0.8774,False,3,0.0755,0.0103,0.0649,0.0838
MRPL35,Stim48hr,0.0829,0.0735,0.8863,False,2,0.0916,NA,0.0094,0.0829
CHD4,Stim8hr,0.1469,0.0735,0.5003,False,3,0.1924,0.1,0.1469,0.0734
LUC7L3,Stim48hr,0.1272,0.0735,0.5776,False,3,0.1969,0.0555,0.0537,0.1272
AEBP2,Rest,0.113,0.0734,0.6496,False,3,0.1726,0.113,0.0396,0.0547
GPALPP1,Rest,0.1423,0.0734,0.516,False,3,0.2174,0.1423,0.0689,0.1025
TELO2,Stim8hr,0.15,0.0732,0.4881,False,2,0.1791,0.0768,0.15,NA
MAP3K7,Stim8hr,0.1268,0.0731,0.5765,False,2,0.1678,0.0537,0.1268,NA
C5orf24,Rest,0.0961,0.0731,0.7605,False,3,0.1291,0.0961,0.023,0.042
PDSS2,Stim48hr,0.1017,0.0731,0.7185,False,3,0.1162,0.0345,0.0286,0.1017
VPS45,Stim8hr,0.1169,0.0728,0.6229,False,3,0.1817,0.0957,0.1169,0.0441
COQ2,Stim48hr,0.115,0.0728,0.6336,False,3,0.2173,0.0421,0.0964,0.115
RCBTB2,Rest,0.1684,0.0728,0.4324,False,3,0.2143,0.1684,0.108,0.0956
ZP3,Rest,0.1003,0.0728,0.7253,False,2,0.139,0.1003,0.0276,NA
VPS18,Stim48hr,0.143,0.0727,0.5086,False,3,0.2416,0.0703,0.0799,0.143
ATP1A1,Rest,0.136,0.0724,0.5327,False,2,0.2448,0.136,0.0636,NA
DDX56,Stim8hr,0.1191,0.0722,0.6059,False,2,0.17,NA,0.1191,0.0469
LAMTOR2,Stim48hr,0.099,0.072,0.7279,False,3,0.0946,0.0269,0.0361,0.099
CCNDBP1,Stim8hr,0.0793,0.072,0.9083,False,3,0.1005,0.068,0.0793,0.0073
PER2,Stim48hr,0.1021,0.0719,0.7045,False,2,0.0898,NA,0.0302,0.1021
FDX2,Rest,0.1247,0.0718,0.5763,False,3,0.2046,0.1247,0.0528,0.0566
PSME3,Rest,0.1156,0.0718,0.6216,False,3,0.1885,0.1156,0.0437,0.0648
MRE11,Stim8hr,0.1175,0.0718,0.6113,False,3,0.2092,0.0457,0.1175,0.0604
MBTPS2,Stim48hr,0.169,0.0718,0.4247,False,3,0.2538,0.0972,0.098,0.169
ARMCX5,Rest,0.0861,0.0716,0.8321,False,2,0.021,0.0861,0.0144,NA
UNCX,Rest,0.1296,0.0715,0.5521,False,2,0.2004,0.1296,0.058,NA
POP1,Stim8hr,0.1958,0.0715,0.3652,False,3,0.3175,0.1834,0.1958,0.1243
ZKSCAN3,Rest,0.123,0.0715,0.5812,False,3,0.1766,0.123,0.0566,0.0515
TKFC,Stim8hr,0.1095,0.0714,0.6514,False,3,0.1556,0.0382,0.1095,0.0605
TMED10,Rest,0.103,0.0714,0.6929,False,3,0.1363,0.103,0.0984,0.0316
DUT,Rest,0.1805,0.0712,0.3943,False,2,0.2593,0.1805,0.1093,NA
BECN1,Rest,0.1551,0.0712,0.4589,False,3,0.2529,0.1551,0.1179,0.0839
UFM1,Stim8hr,0.1168,0.0712,0.609,False,3,0.1388,0.116,0.1168,0.0457
SHOC2,Stim8hr,0.1108,0.0711,0.6418,False,3,0.1422,0.0397,0.1108,0.1093
EOLA1,Stim8hr,0.0936,0.0706,0.7541,False,3,0.1103,0.0677,0.0936,0.023
HAUS2,Stim8hr,0.1178,0.0706,0.5989,False,3,0.2209,0.1164,0.1178,0.0473
TTI2,Stim8hr,0.138,0.0705,0.5106,False,3,0.2444,0.1142,0.138,0.0676
CDK2,Stim48hr,0.077,0.0704,0.9145,False,3,0.024,0.0341,0.0066,0.077
SCOC,Stim48hr,0.1154,0.0704,0.6099,False,3,0.157,0.045,0.1149,0.1154
RNF20,Rest,0.1192,0.0703,0.5895,False,3,0.1899,0.1192,0.1099,0.0489
STAT6,Stim48hr,0.1043,0.0702,0.6731,False,2,0.0115,NA,0.0341,0.1043
UHMK1,Rest,0.0829,0.0702,0.8465,False,3,0.0687,0.0829,0.0127,0.0141
ELP1,Stim8hr,0.1135,0.07,0.6168,False,3,0.1424,0.0718,0.1135,0.0435
UPF2,Stim8hr,0.104,0.07,0.673,False,3,0.128,0.0769,0.104,0.034
EPRS1,Rest,0.1352,0.07,0.5174,False,3,0.262,0.1352,0.122,0.0653
WDR18,Rest,0.0786,0.07,0.8895,False,3,0.1292,0.0786,0.0733,0.0087
LMO4,Stim8hr,0.0957,0.0699,0.7303,False,3,0.1301,0.0798,0.0957,0.0258
EIF4G1,Stim8hr,0.1895,0.0698,0.368,False,3,0.2806,0.1198,0.1895,0.1516
LIMK1,Rest,0.1012,0.0697,0.689,False,3,0.1157,0.1012,0.0489,0.0315
RECQL4,Rest,0.1399,0.0696,0.4977,False,3,0.2077,0.1399,0.0702,0.08
CENPS,Rest,0.0866,0.0696,0.8034,False,2,0.122,0.0866,NA,0.017
CCDC186,Rest,0.098,0.0693,0.7074,False,3,0.1066,0.098,0.0467,0.0287
TARS2,Stim8hr,0.1081,0.0692,0.6403,False,3,0.0906,0.0389,0.1081,0.0794
MRPS2,Stim48hr,0.0899,0.0691,0.769,False,3,0.1004,0.0417,0.0208,0.0899
NOP10,Stim8hr,0.1767,0.0691,0.3913,False,3,0.2964,0.1634,0.1767,0.1075
EMG1,Rest,0.079,0.069,0.8734,False,3,0.1115,0.079,0.0536,0.01
MAD2L2,Stim48hr,0.1613,0.0689,0.4275,False,3,0.2605,0.0923,0.0973,0.1613
ACTB,Rest,0.0989,0.0689,0.6967,False,3,0.1266,0.0989,0.03,0.0733
CFAP298,Stim8hr,0.1155,0.0689,0.5964,False,2,0.188,NA,0.1155,0.0466
TEAD4,Stim48hr,0.1011,0.0688,0.6807,False,3,0.127,0.0323,0.0708,0.1011
ANGEL1,Stim48hr,0.0991,0.0688,0.694,False,2,0.0712,0.0303,NA,0.0991
NUDT6,Rest,0.1096,0.0687,0.6274,False,3,0.1385,0.1096,0.0408,0.0699
SIK2,Rest,0.0779,0.0687,0.8819,False,3,0.0711,0.0779,0.0182,0.0092
TPM3,Stim48hr,0.0936,0.0687,0.7338,False,3,0.1626,0.0476,0.0249,0.0936
MTMR2,Rest,0.0893,0.0687,0.7687,False,2,0.1213,0.0893,NA,0.0207
SLC37A3,Rest,0.0894,0.0686,0.7682,False,2,0.091,0.0894,NA,0.0207
GPR68,Stim48hr,0.0743,0.0686,0.9238,False,3,0.0872,0.0057,0.0551,0.0743
VPS16,Rest,0.1223,0.0686,0.5611,False,3,0.1764,0.1223,0.0537,0.0597
ASF1B,Stim8hr,0.1126,0.0685,0.6079,False,3,0.1946,0.0442,0.1126,0.0891
DENND6A,Rest,0.1435,0.0684,0.477,False,3,0.2182,0.1435,0.075,0.1022
SELENOS,Rest,0.0716,0.0683,0.9539,False,3,0.0795,0.0716,0.0458,0.0033
SSU72,Stim8hr,0.1157,0.0683,0.5907,False,2,0.1655,0.0473,0.1157,NA
TFAP4,Stim48hr,0.0739,0.0682,0.9235,False,3,0.0461,0.0057,0.0448,0.0739
STRAP,Rest,0.121,0.068,0.5619,False,3,0.1454,0.121,0.0839,0.053
RPS6,Stim8hr,0.12,0.068,0.5667,False,2,0.1639,NA,0.12,0.052
RPAIN,Rest,0.0914,0.0679,0.7427,False,3,0.166,0.0914,0.0713,0.0235
KRI1,Stim8hr,0.1156,0.0678,0.5867,False,3,0.1784,0.1151,0.1156,0.0478
PIK3C3,Rest,0.0741,0.0678,0.9139,False,3,0.1074,0.0741,0.0296,0.0064
DIMT1,Stim8hr,0.1781,0.0676,0.3795,False,3,0.265,0.1105,0.1781,0.1368
LTV1,Rest,0.1615,0.0675,0.4177,False,2,0.1981,0.1615,0.0941,NA
E4F1,Stim48hr,0.2018,0.0675,0.3342,False,3,0.3087,0.1344,0.1703,0.2018
MORF4L1,Stim8hr,0.0731,0.0674,0.9227,False,3,0.052,0.024,0.0731,0.0057
RPLP2,Stim8hr,0.0839,0.0674,0.8029,False,3,0.1572,0.0165,0.0839,0.0463
ZNF365,Rest,0.0944,0.0673,0.7133,False,3,0.1109,0.0944,0.0271,0.0662
MRPS25,Stim48hr,0.0746,0.0673,0.903,False,2,0.0451,NA,0.0072,0.0746
FBXW7,Rest,0.1211,0.0672,0.5555,False,3,0.139,0.1211,0.0938,0.0538
HOXC10,Stim48hr,0.0742,0.0671,0.9039,False,3,0.065,0.0721,0.0071,0.0742
VPS72,Stim8hr,0.0911,0.067,0.7359,False,3,0.1389,0.0795,0.0911,0.0241
PPP1R11,Stim48hr,0.1132,0.067,0.5918,False,3,0.1627,0.0462,0.1037,0.1132
MAGEE1,Rest,0.0996,0.0669,0.6714,False,2,0.1334,0.0996,0.0327,NA
ZNF703,Stim8hr,0.1076,0.0669,0.6214,False,3,0.1733,0.0938,0.1076,0.0407
LIX1L,Rest,0.1268,0.0669,0.5275,False,3,0.1611,0.1268,0.0724,0.0599
IL7R,Stim8hr,0.0832,0.0668,0.8022,False,2,0.1332,NA,0.0832,0.0165
ATF4,Stim8hr,0.0929,0.0667,0.7185,False,3,0.0959,0.0261,0.0929,0.05
RXRB,Rest,0.0815,0.0666,0.8174,False,3,0.1067,0.0815,0.0435,0.0149
RWDD2A,Stim8hr,0.1187,0.0665,0.5599,False,3,0.1938,0.1088,0.1187,0.0522
COX6C,Stim48hr,0.0821,0.0665,0.8093,False,3,0.0931,0.0157,0.064,0.0821
POLR3H,Stim8hr,0.1001,0.0665,0.6636,False,3,0.181,0.0897,0.1001,0.0337
DPAGT1,Stim8hr,0.1047,0.0664,0.6347,False,3,0.143,0.0473,0.1047,0.0382
YEATS4,Stim8hr,0.1186,0.0663,0.5592,False,3,0.1723,0.053,0.1186,0.0523
MRTO4,Stim8hr,0.1189,0.0663,0.5573,False,3,0.211,0.0527,0.1189,0.1127
ATP10D,Stim8hr,0.073,0.0663,0.9078,False,2,0.0821,0.0067,0.073,NA
RPS15A,Stim8hr,0.1445,0.0662,0.4583,False,2,0.1848,0.0783,0.1445,NA
EEF1G,Stim8hr,0.13,0.0662,0.5089,False,3,0.2062,0.1039,0.13,0.0638
DDOST,Rest,0.1235,0.0661,0.5352,False,2,0.1775,0.1235,0.0574,NA
CTNNBL1,Stim48hr,0.1243,0.0661,0.5317,False,3,0.1992,0.0582,0.0739,0.1243
SPIN1,Stim48hr,0.0759,0.066,0.87,False,3,0.12,0.0161,0.0099,0.0759
CHEK2,Rest,0.0896,0.066,0.7371,False,3,0.1217,0.0896,0.0236,0.0773
IL17D,Stim48hr,0.0847,0.066,0.7794,False,2,0.1049,0.0187,NA,0.0847
COX7B,Stim8hr,0.1009,0.0659,0.6533,False,3,0.1728,0.0807,0.1009,0.035
INTS14,Stim48hr,0.0714,0.0658,0.9218,False,2,0.0588,NA,0.0056,0.0714
CDO1,Rest,0.0923,0.0657,0.7125,False,2,0.0395,0.0923,0.0265,NA
LRRC39,Rest,0.0703,0.0657,0.9347,False,3,0.0572,0.0703,0.027,0.0046
PI4KA,Rest,0.1124,0.0657,0.5843,False,2,0.1834,0.1124,0.0467,NA
RPS4Y1,Rest,0.0794,0.0656,0.827,False,3,0.1019,0.0794,0.0137,0.0478
SEH1L,Stim8hr,0.0905,0.0656,0.7245,False,3,0.1609,0.0734,0.0905,0.0249
USP22,Rest,0.1795,0.0655,0.365,False,3,0.2123,0.1795,0.1598,0.114
POLG2,Stim48hr,0.1114,0.0655,0.5875,False,3,0.1719,0.0459,0.0824,0.1114
HNRNPK,Stim8hr,0.1047,0.0654,0.6253,False,3,0.156,0.0623,0.1047,0.0392
VPS35L,Rest,0.0724,0.0654,0.9026,False,3,0.1449,0.0724,0.0071,0.0373
ZFAND6,Stim48hr,0.0757,0.0653,0.8627,False,3,0.0557,0.0104,0.024,0.0757
NCLN,Rest,0.1174,0.0651,0.5548,False,3,0.1577,0.1174,0.0523,0.0694
CLPB,Stim48hr,0.0894,0.0651,0.7277,False,3,0.0831,0.0243,0.0315,0.0894
RPP40,Stim8hr,0.176,0.065,0.3694,False,3,0.2722,0.1205,0.176,0.111
HGS,Rest,0.1228,0.065,0.5291,False,3,0.2236,0.1228,0.1227,0.0579
CYSLTR2,Rest,0.096,0.0649,0.6762,False,3,0.102,0.096,0.0421,0.0311
RAX2,Rest,0.0827,0.0649,0.7848,False,3,0.0942,0.0827,0.0483,0.0178
KDM1A,Stim48hr,0.2574,0.0649,0.252,False,3,0.3449,0.1925,0.2469,0.2574
GPN1,Rest,0.0949,0.0647,0.682,False,3,0.1866,0.0949,0.0729,0.0302
BCAS4,Rest,0.0774,0.0647,0.8369,False,3,0.0911,0.0774,0.049,0.0126
ICAM2,Stim48hr,0.0852,0.0647,0.7597,False,3,0.1036,0.0309,0.0205,0.0852
INTS10,Stim8hr,0.1142,0.0647,0.5665,False,3,0.1241,0.0495,0.1142,0.0676
CEP85L,Rest,0.1355,0.0647,0.4773,False,3,0.176,0.1355,0.094,0.0709
BTBD8,Rest,0.0707,0.0647,0.9146,False,2,NA,0.0707,0.006,NA
L3MBTL3,Stim48hr,0.0941,0.0647,0.6872,False,3,0.1303,0.0294,0.0883,0.0941
PRKG2,Rest,0.0765,0.0646,0.8455,False,3,0.1134,0.0765,0.0118,0.0433
MGAT4A,Rest,0.1037,0.0646,0.6231,False,3,0.1348,0.1037,0.0391,0.0731
ARPC4-TTLL3,Rest,0.16,0.0646,0.4038,False,3,0.2207,0.16,0.1392,0.0954
SLC66A1,Stim8hr,0.076,0.0645,0.8487,False,3,0.0227,0.0115,0.076,0.017
CORO1A,Stim48hr,0.0864,0.0644,0.7453,False,3,0.0883,0.0485,0.022,0.0864
PLOD3,Rest,0.0939,0.0644,0.6852,False,3,0.1898,0.0939,0.0296,0.0755
EFHD2,Stim8hr,0.1147,0.0643,0.561,False,3,0.1874,0.0545,0.1147,0.0503
PGAP2,Stim8hr,0.1123,0.0643,0.5729,False,3,0.1681,0.0484,0.1123,0.0479
KYAT1,Rest,0.0916,0.0642,0.7005,False,3,0.1567,0.0916,0.0274,0.0368
KLF3,Rest,0.1012,0.0641,0.6335,False,2,0.1898,0.1012,0.0371,NA
PEX1,Stim8hr,0.0794,0.0641,0.8066,False,3,0.1329,0.0428,0.0794,0.0154
SCNN1D,Rest,0.0762,0.0641,0.8401,False,3,0.1102,0.0762,0.07,0.0122
MTRNR2L8,Rest,0.0778,0.064,0.8232,False,2,0.0616,0.0778,NA,0.0138
HECTD3,Stim8hr,0.0773,0.064,0.8281,False,2,0.1316,NA,0.0773,0.0133
GIPR,Rest,0.0749,0.0639,0.8532,False,2,NA,0.0749,NA,0.011
SRSF7,Stim8hr,0.1292,0.0638,0.4939,False,3,0.1803,0.0767,0.1292,0.0654
KIAA0408,Rest,0.0775,0.0638,0.8227,False,3,0.0741,0.0775,0.0277,0.0137
CTU2,Stim8hr,0.078,0.0637,0.8174,False,3,0.0909,0.063,0.078,0.0142
FUNDC1,Stim8hr,0.095,0.0637,0.6709,False,3,0.1242,0.0313,0.095,0.0442
ELAC2,Stim8hr,0.1303,0.0637,0.489,False,3,0.1867,0.0666,0.1303,0.0694
KLF13,Rest,0.1458,0.0636,0.4365,False,3,0.2092,0.1458,0.1233,0.0821
RARS1,Stim48hr,0.1724,0.0635,0.3685,False,3,0.2734,0.1088,0.1447,0.1724
HAUS7,Stim8hr,0.1361,0.0635,0.4666,False,2,0.1733,NA,0.1361,0.0726
HARS2,Rest,0.146,0.0634,0.4344,False,3,0.2408,0.146,0.0904,0.0826
PIP5K1A,Stim8hr,0.0676,0.0634,0.938,False,3,0.0928,0.0651,0.0676,0.0042
ABT1,Stim8hr,0.1208,0.0633,0.5239,False,3,0.2083,0.0575,0.1208,0.1083
IKZF5,Rest,0.0777,0.0633,0.8148,False,3,0.0901,0.0777,0.0144,0.0362
OXA1L,Stim48hr,0.1087,0.0632,0.5817,False,3,0.1274,0.0765,0.0455,0.1087
CCNE2,Rest,0.0663,0.0632,0.9525,False,3,0.0864,0.0663,0.0107,0.0032
GGCX,Stim8hr,0.0694,0.0632,0.9106,False,3,0.0583,0.0062,0.0694,0.0273
ASAP3,Rest,0.106,0.0631,0.5954,False,3,0.1391,0.106,0.0429,0.0754
SDHC,Stim8hr,0.075,0.063,0.8403,False,2,0.0912,0.012,0.075,NA
MTMR8,Rest,0.0794,0.063,0.7937,False,3,0.0908,0.0794,0.0164,0.0327
ITFG2,Stim8hr,0.0874,0.063,0.7211,False,3,0.1339,0.0244,0.0874,0.0753
ACOT8,Rest,0.08,0.063,0.7872,False,3,0.089,0.08,0.017,0.037
STX16,Rest,0.0705,0.0629,0.8928,False,2,NA,0.0705,NA,0.0076
DNTTIP1,Stim8hr,0.2046,0.0629,0.3075,False,3,0.2368,0.1417,0.2046,0.1557
RIN3,Stim8hr,0.0645,0.0629,0.9756,False,3,0.0719,0.0016,0.0645,0.0142
POLDIP2,Stim48hr,0.0894,0.0629,0.7035,False,3,0.1175,0.0729,0.0265,0.0894
NCS1,Stim8hr,0.0702,0.0629,0.8955,False,3,0.0842,0.0073,0.0702,0.019
CINP,Stim48hr,0.1892,0.0628,0.332,False,2,0.2814,0.1264,NA,0.1892
TAF4,Stim8hr,0.2026,0.0628,0.3098,False,3,0.3124,0.1398,0.2026,0.194
RNF220,Rest,0.0642,0.0627,0.9766,False,2,NA,0.0642,0.0015,NA
UBE2L3,Rest,0.1612,0.0627,0.3888,False,3,0.2064,0.1612,0.1335,0.0985
UBFD1,Stim8hr,0.0672,0.0626,0.9323,False,2,0.0948,NA,0.0672,0.0046
FASN,Stim8hr,0.1087,0.0626,0.5764,False,3,0.1668,0.046,0.1087,0.0746
C19orf33,Rest,0.0688,0.0625,0.9086,False,2,NA,0.0688,NA,0.0063
PPAT,Stim48hr,0.1309,0.0625,0.4776,False,3,0.1785,0.0684,0.0786,0.1309
PSMC1,Stim8hr,0.1217,0.0625,0.5135,False,3,0.198,0.1083,0.1217,0.0592
ACCS,Rest,0.0819,0.0625,0.7629,False,3,0.0965,0.0819,0.0378,0.0194
CCT4,Stim48hr,0.1251,0.0625,0.4995,False,3,0.2062,0.0626,0.0796,0.1251
ZNF888,Stim48hr,0.0743,0.0625,0.8401,False,2,0.0666,0.0119,NA,0.0743
SLC23A2,Rest,0.0669,0.0624,0.9332,False,3,0.1172,0.0669,0.0497,0.0045
CAMLG,Stim48hr,0.104,0.0624,0.6001,False,3,0.191,0.0416,0.1035,0.104
KIF9,Stim48hr,0.1255,0.0622,0.496,False,3,0.1698,0.1139,0.0633,0.1255
KPNA4,Rest,0.0859,0.0622,0.7241,False,2,0.1069,0.0859,0.0237,NA
ATPSCKMT,Stim48hr,0.1218,0.0622,0.5108,False,2,0.1995,NA,0.0596,0.1218
JUND,Rest,0.069,0.0621,0.9008,False,2,0.0652,0.069,NA,0.0068
GPATCH1,Stim48hr,0.0802,0.0621,0.7743,False,2,0.1399,NA,0.0181,0.0802
ZWINT,Stim8hr,0.1294,0.0621,0.4796,False,3,0.2063,0.0673,0.1294,0.1163
AVPR2,Rest,0.1024,0.062,0.6058,False,3,0.1169,0.1024,0.0404,0.0425
COPS8,Stim8hr,0.1174,0.062,0.5286,False,3,0.2003,0.0701,0.1174,0.0553
MPI,Stim8hr,0.1076,0.062,0.5762,False,3,0.1255,0.0456,0.1076,0.0533
SLC15A4,Stim48hr,0.0748,0.0619,0.8277,False,3,0.1591,0.0129,0.0403,0.0748
ANKIB1,Stim8hr,0.1213,0.0618,0.5098,False,3,0.2001,0.0853,0.1213,0.0594
AFG3L2,Stim8hr,0.0987,0.0618,0.6262,False,3,0.17,0.0589,0.0987,0.0369
YJU2B,Rest,0.0948,0.0618,0.6517,False,2,0.16,0.0948,0.033,NA
MEN1,Stim48hr,0.1374,0.0616,0.4486,False,3,0.1561,0.0758,0.0808,0.1374
PGP,Rest,0.0672,0.0616,0.9161,False,2,0.0184,0.0672,0.0056,NA
EXO1,Rest,0.1214,0.0616,0.507,False,3,0.1873,0.1214,0.0599,0.072
C5,Rest,0.1019,0.0615,0.604,False,3,0.1139,0.1019,0.0634,0.0403
GRAP,Rest,0.1302,0.0615,0.4723,False,3,0.1749,0.1302,0.0687,0.0968
FH,Stim8hr,0.1591,0.0614,0.3856,False,2,0.2305,0.0978,0.1591,NA
NOLC1,Stim8hr,0.1159,0.0613,0.5292,False,3,0.2219,0.0546,0.1159,0.087
WNT1,Rest,0.0965,0.0613,0.6349,False,3,0.1227,0.0965,0.0747,0.0352
MARF1,Rest,0.1429,0.0613,0.4289,False,3,0.1882,0.1429,0.1089,0.0816
DDX17,Rest,0.1354,0.0612,0.4522,False,3,0.186,0.1354,0.107,0.0741
NUP62,Stim8hr,0.1576,0.0612,0.3882,False,2,0.2332,NA,0.1576,0.0964
LILRB1,Rest,0.0689,0.0612,0.888,False,2,0.0626,0.0689,0.0077,NA
KMT2A,Rest,0.1439,0.0611,0.4247,False,3,0.2394,0.1439,0.0828,0.1207
KARS1,Rest,0.1507,0.0611,0.4054,False,3,0.2378,0.1507,0.0896,0.1473
ZNF138,Rest,0.1221,0.0611,0.5005,False,3,0.1661,0.1221,0.0885,0.061
GLS2,Stim48hr,0.0838,0.0611,0.7289,False,2,0.0953,0.0227,NA,0.0838
CCDC90B,Rest,0.0817,0.0611,0.7476,False,3,0.0705,0.0817,0.0427,0.0206
SLC7A8,Rest,0.0715,0.0611,0.8539,False,3,0.0831,0.0715,0.0436,0.0104
FAM3D,Stim8hr,0.0695,0.0611,0.878,False,2,0.0888,0.0085,0.0695,NA
MPC2,Rest,0.1041,0.0609,0.5853,False,2,0.1478,0.1041,NA,0.0432
GEMIN6,Stim48hr,0.1281,0.0609,0.4754,False,3,0.1936,0.0672,0.0685,0.1281
PCBP2,Rest,0.0656,0.0609,0.9285,False,3,0.0762,0.0656,0.0047,0.0208
HGSNAT,Rest,0.0996,0.0608,0.6112,False,2,0.1444,0.0996,NA,0.0387
KCTD5,Stim8hr,0.082,0.0608,0.7416,False,3,0.1415,0.0212,0.082,0.0608
RPL3,Stim48hr,0.1995,0.0608,0.3046,False,2,0.2689,NA,0.1387,0.1995
FUCA1,Stim48hr,0.0687,0.0607,0.8846,False,3,0.0731,0.0079,0.043,0.0687
MTRES1,Stim8hr,0.1214,0.0607,0.5002,False,3,0.247,0.0607,0.1214,0.117
NOD2,Rest,0.0768,0.0607,0.7911,False,3,0.1319,0.0768,0.0444,0.016
AGTRAP,Rest,0.0704,0.0607,0.8623,False,3,0.0493,0.0704,0.0133,0.0097
LCK,Stim8hr,0.1064,0.0606,0.569,False,3,0.158,0.0459,0.1064,0.097
NFKBIE,Rest,0.1432,0.0605,0.4226,False,3,0.2389,0.1432,0.1259,0.0827
P3H3,Stim48hr,0.1,0.0605,0.6051,False,3,0.1418,0.0395,0.0904,0.1
WWP2,Rest,0.0634,0.0605,0.9534,False,2,NA,0.0634,NA,0.003
HCCS,Stim48hr,0.0992,0.0604,0.6096,False,3,0.1252,0.0387,0.0708,0.0992
MCEE,Stim48hr,0.0973,0.0604,0.6206,False,2,0.1147,NA,0.0369,0.0973
PTK2B,Rest,0.1122,0.0603,0.5373,False,3,0.1667,0.1122,0.0962,0.0519
SUN1,Stim8hr,0.1247,0.0603,0.4835,False,3,0.19,0.0644,0.1247,0.0689
ABHD11,Rest,0.0812,0.0602,0.741,False,2,0.0622,0.0812,0.021,NA
ASCC3,Stim8hr,0.1042,0.0601,0.5771,False,2,0.1219,NA,0.1042,0.0441
SSBP1,Stim48hr,0.0795,0.0601,0.756,False,3,0.0814,0.0625,0.0194,0.0795
NOL7,Stim48hr,0.1763,0.0601,0.341,False,3,0.2762,0.1297,0.1162,0.1763
ABHD17A,Rest,0.0631,0.0601,0.9524,False,3,0.059,0.0631,0.003,0.0425
THAP4,Stim8hr,0.1217,0.0601,0.4936,False,3,0.1945,0.1057,0.1217,0.0616
NECTIN1,Rest,0.1356,0.06,0.4428,False,3,0.1833,0.1356,0.0926,0.0755
ARRB2,Rest,0.1317,0.06,0.4555,False,2,0.2114,0.1317,0.0717,NA
ANXA11,Rest,0.0781,0.06,0.7685,False,3,0.0998,0.0781,0.0591,0.0181
NUDT2,Rest,0.069,0.06,0.8691,False,3,0.0732,0.069,0.0281,0.009
TIMP2,Stim8hr,0.0689,0.0599,0.8702,False,2,0.1137,NA,0.0689,0.0089
DMRTA2,Rest,0.0907,0.0599,0.6602,False,3,0.1126,0.0907,0.0308,0.0718
MRPL45,Stim48hr,0.0713,0.0599,0.8403,False,3,0.0676,0.0561,0.0114,0.0713
YEATS2,Stim48hr,0.0941,0.0599,0.6362,False,3,0.1073,0.0342,0.0618,0.0941
RRP9,Stim48hr,0.1903,0.0598,0.3144,False,3,0.2904,0.1305,0.1351,0.1903
ATAD5,Rest,0.2663,0.0598,0.2246,False,3,0.3335,0.2663,0.2065,0.2471
GUCA2B,Stim8hr,0.093,0.0597,0.6422,False,3,0.1548,0.0333,0.093,0.069
EXOSC10,Stim8hr,0.1261,0.0597,0.473,False,3,0.1875,0.0971,0.1261,0.0665
NFIA,Stim8hr,0.0702,0.0597,0.8494,False,3,0.0596,0.0225,0.0702,0.0106
CMTR2,Stim8hr,0.1196,0.0596,0.4988,False,3,0.154,0.0599,0.1196,0.0764
CD5,Stim48hr,0.2496,0.0596,0.2387,False,3,0.3112,0.19,0.2127,0.2496
TTI1,Rest,0.1936,0.0596,0.3077,False,2,0.2537,0.1936,0.134,NA
EIF6,Rest,0.1666,0.0595,0.3571,False,3,0.2844,0.1666,0.1542,0.1071
HSD3B7,Stim8hr,0.0722,0.0594,0.8233,False,3,0.0564,0.0128,0.0722,0.0219
XPO1,Stim48hr,0.094,0.0594,0.6322,False,2,0.1252,NA,0.0346,0.094
TARDBP,Stim48hr,0.1485,0.0594,0.3997,False,3,0.2221,0.0933,0.0891,0.1485
LAS1L,Rest,0.1501,0.0593,0.3951,False,3,0.2276,0.1501,0.0908,0.1257
SPMIP4,Stim8hr,0.0853,0.0593,0.6955,False,2,0.0988,NA,0.0853,0.026
SEC24C,Rest,0.0935,0.0592,0.6334,False,3,0.1407,0.0935,0.0677,0.0343
RSF1,Rest,0.0812,0.0591,0.7285,False,3,0.0863,0.0812,0.0306,0.022
RASA2,Rest,0.1477,0.0591,0.4001,False,3,0.2096,0.1477,0.1124,0.0886
TIMM22,Stim48hr,0.1531,0.0591,0.386,False,3,0.2471,0.094,0.0976,0.1531
