"gene","cond","s2_T","s2_TG","s2_TD","s2_res","s2_me","s2_res_bio"
"ENSG00000010292","Stim48hr",0.0178572146880245,0.00604465399483313,0.0080253372980141,0.290638856616789,0.0957121937984457,0.194926662818343
"ENSG00000010361","Rest",0.0561678879332615,0.0540733521106876,0.0111627136637489,0.960222241322293,0.810973144857072,0.14924909646522
"ENSG00000010361","Stim8hr",0.0589694961218921,0.0467474204186919,2.2350091508954e-09,0.816399891153302,0.606475705683938,0.209924185469364
"ENSG00000010361","Stim48hr",0.041662248639253,0.0436112718745267,0.0119734832161529,0.81455949900296,0.636230799388807,0.178328699614153
"ENSG00000010803","Rest",0.0551838009689383,0.0610959969159275,0.00861034039522744,1.03562671045961,0.789245880683887,0.246380829775726
"ENSG00000010803","Stim8hr",0.0567271435106895,0.0435362012411105,7.89107599880211e-09,0.826729232925246,0.589912701430682,0.236816531494564
"ENSG00000010803","Stim48hr",0.0447005823222846,0.0364325805171415,0.0112079472339274,0.804742185918203,0.601020883331432,0.203721302586771
"ENSG00000011009","Rest",0.0600466968592931,0.0512573419971173,0.019280686655149,0.86553015060493,0.620974991573861,0.244555159031069
"ENSG00000011009","Stim8hr",0.0500764187402647,0.0278602108534423,0.0175055472684519,0.681028683566336,0.442847122506934,0.238181561059402
"ENSG00000011009","Stim48hr",0.0496889708787434,0.0285985690172058,2.39150526656606e-09,0.798497989987111,0.592217382316864,0.206280607670247
"ENSG00000011021","Rest",0.035874691192548,0.0490510191481353,0.0200602708144514,0.964661016295795,0.804246273222829,0.160414743072966
"ENSG00000011021","Stim8hr",0.0518070456591011,0.0462059304427593,0.0091444931994292,0.790570917248121,0.63916868527831,0.151402231969812
"ENSG00000011021","Stim48hr",0.0662409398688357,0.0438402767230969,0,0.849462014442777,0.656861079404738,0.19260093503804
"ENSG00000011028","Rest",0.0332261595092547,0.0161460374237435,0,0.980371117993467,0.975080818131332,0.00529029986213492
"ENSG00000011028","Stim8hr",0.0823349048691533,0.0701001358591864,0.0175408594599438,0.965344789907565,0.785439262737544,0.179905527170022
"ENSG00000011028","Stim48hr",0.084563584370607,0.0661427868401555,0.00995146804049302,1.02049089597735,0.812700401623341,0.207790494354006
"ENSG00000011143","Rest",0.047286009943395,0.0398124552042383,0,0.98371744198665,0.812511974186846,0.171205467799803
"ENSG00000011143","Stim8hr",0.0568801641899916,0.0506223296868384,0.0120506738277472,0.807823149921906,0.628786462963099,0.179036686958806
"ENSG00000011143","Stim48hr",0.0566284971906676,0.0394935368850894,0.0175937584060144,0.80597336882333,0.607511806430826,0.198461562392504
"ENSG00000011198","Rest",0.0621965258573304,0.0477272757493146,0.0257723056938544,0.967836528668672,0.75524647473081,0.212590053937861
"ENSG00000011198","Stim8hr",0.0443217786884314,0.0406199668700387,0.023014420482286,0.733536122664983,0.483982802359883,0.2495533203051
"ENSG00000011198","Stim48hr",0.0683269666448496,0.0358613812366381,0.012018506450518,0.811733419392553,0.62010921137096,0.191624208021593
"ENSG00000011376","Rest",0.0642182324890372,0.0403379936368516,1.38466724233891e-14,0.92830992920075,0.719413626060249,0.208896303140501
