target,n_guides,E_t,R_t,R_status,S_t,rank_S,rank_E,rank_shift
TRIM58,2,0.12713,-0.2439,ok,0.0,11616,5919,-5697
TRIM61,2,0.10132,-0.0114,ok,0.0,11617,11883,266
TRIM66,2,0.10746,-0.1105,ok,0.0,11618,10069,-1549
TRIM74,2,0.11696,-0.1283,ok,0.0,11619,7415,-4204
TRIO,2,0.16795,-0.2047,ok,0.0,11620,4013,-7607
TRIP11,2,0.13028,-0.0783,ok,0.0,11621,5650,-5971
TRIP4,2,0.67681,-0.2351,ok,0.0,11622,818,-10804
TRIP6,2,0.36125,-0.1603,ok,0.0,11623,1785,-9838
TRMT1,2,0.12511,-0.1472,ok,0.0,11624,6131,-5493
TRMT10A,2,0.11574,-0.3125,ok,0.0,11625,7685,-3940
TRMT10B,2,0.1123,-0.1606,ok,0.0,11626,8574,-3052
TRMT12,2,0.12722,-0.1945,ok,0.0,11627,5913,-5714
TRMT2A,2,0.10366,-0.0719,ok,0.0,11628,11334,-294
TRMT44,2,0.48523,-0.1875,ok,0.0,11629,1288,-10341
TRMT6,2,0.15289,-0.0458,ok,0.0,11630,4516,-7114
TRMT61B,2,0.13636,-0.27,ok,0.0,11631,5273,-6358
TRPC1,2,0.1617,-0.0943,ok,0.0,11632,4212,-7420
TRPV2,2,0.12152,-0.0572,ok,0.0,11633,6570,-5063
TRUB1,2,0.13666,-0.0614,ok,0.0,11634,5256,-6378
TSC22D1,2,0.1028,-0.241,ok,0.0,11635,11582,-53
TSGA10,2,0.09965,-0.0479,ok,0.0,11636,12105,469
TSHZ2,2,0.76219,-0.1405,ok,0.0,11637,665,-10972
TSPAN14,2,0.10294,-0.0474,ok,0.0,11638,11547,-91
TSPAN17,2,0.11953,-0.1123,ok,0.0,11639,6894,-4745
TSPAN18,2,0.20013,-0.1702,ok,0.0,11640,3309,-8331
TSPAN2,2,0.20997,-0.1744,ok,0.0,11641,3134,-8507
TSPAN3,2,0.12265,-0.1309,ok,0.0,11642,6419,-5223
TSPAN31,2,0.12089,-0.0183,ok,0.0,11643,6666,-4977
TSPAN5,2,0.16161,-0.2273,ok,0.0,11644,4216,-7428
TSPAN8,2,0.1039,-0.1401,ok,0.0,11645,11265,-380
TSPO2,2,0.10683,-0.032,ok,0.0,11646,10311,-1335
TSPYL4,2,0.20035,-0.2484,ok,0.0,11647,3306,-8341
TSPYL5,2,0.19584,-0.1582,ok,0.0,11648,3386,-8262
TSR3,2,0.14132,-0.2258,ok,0.0,11649,4995,-6654
TSSC4,2,0.10752,-0.2298,ok,0.0,11650,10044,-1606
TSSK4,2,0.33907,-0.0381,ok,0.0,11651,1921,-9730
TST,2,0.14674,-0.215,ok,0.0,11652,4771,-6881
TSTD3,2,0.13133,-0.1628,ok,0.0,11653,5564,-6089
TTBK2,2,0.33159,-0.3683,ok,0.0,11654,1966,-9688
TTC14,2,0.1474,-0.0827,ok,0.0,11655,4741,-6914
TTC19,2,0.12283,-0.0396,ok,0.0,11656,6394,-5262
TTC21A,2,0.12304,-0.0913,ok,0.0,11657,6362,-5295
TTC21B,2,0.26043,-0.4067,ok,0.0,11658,2500,-9158
TTC22,2,0.1487,-0.0859,ok,0.0,11659,4685,-6974
IFT56,2,0.10917,-0.0492,ok,0.0,11660,9508,-2152
TTC3,2,0.1658,-0.2133,ok,0.0,11661,4072,-7589
TTC31,2,0.13415,-0.0478,ok,0.0,11662,5387,-6275
TTC32,2,0.19024,-0.2474,ok,0.0,11663,3504,-8159
TTC34,2,0.10001,-0.1426,ok,0.0,11664,12072,408
TTC38,2,0.13996,-0.2208,ok,0.0,11665,5071,-6594
TTC39B,2,0.13434,-0.1222,ok,0.0,11666,5376,-6290
TTC5,2,0.11855,-0.0105,ok,0.0,11667,7088,-4579
TTC8,2,0.16302,-0.208,ok,0.0,11668,4170,-7498
TTC9,2,0.11298,-0.1172,ok,0.0,11669,8413,-3256
TTC9C,2,0.11803,-0.2071,ok,0.0,11670,7197,-4473
TTF1,2,0.67971,-0.0678,ok,0.0,11671,814,-10857
TTLL1,2,0.12075,-0.005,ok,0.0,11672,6695,-4977
TTLL4,2,0.10233,-0.069,ok,0.0,11673,11677,4
TTLL5,2,0.11153,-0.0195,ok,0.0,11674,8789,-2885
TTPAL,2,0.17755,-0.2046,ok,0.0,11675,3762,-7913
TTYH2,2,0.17161,-0.1212,ok,0.0,11676,3907,-7769
TUBA4A,2,0.24922,-0.4089,ok,0.0,11677,2593,-9084
TUBB4B,2,0.15262,-0.239,ok,0.0,11678,4529,-7149
TUBB6,2,0.09951,-0.0567,ok,0.0,11679,12120,441
TUBD1,2,0.10765,-0.1539,ok,0.0,11680,10000,-1680
TUBE1,2,0.17221,-0.0373,ok,0.0,11681,3889,-7792
TUBG2,2,0.10156,-0.1311,ok,0.0,11682,11838,156
TUBGCP2,2,0.29429,-0.0089,ok,0.0,11683,2203,-9480
TUFT1,2,0.30791,-0.0526,ok,0.0,11684,2112,-9572
TUT7,2,0.13876,-0.1909,ok,0.0,11685,5134,-6551
TVP23B,2,0.2447,-0.1441,ok,0.0,11686,2648,-9038
TWIST1,2,0.10829,-0.0656,ok,0.0,11687,9803,-1884
TXK,2,0.11261,-0.063,ok,0.0,11688,8496,-3192
TXLNB,2,0.15768,-0.0889,ok,0.0,11689,4352,-7337
TXLNG,2,0.11031,-0.1014,ok,0.0,11690,9153,-2537
TXN2,2,0.13088,-0.0174,ok,0.0,11691,5601,-6090
TXNDC15,2,0.1187,-0.1445,ok,0.0,11692,7050,-4642
TXNDC5,2,0.1056,-0.0309,ok,0.0,11693,10727,-966
TXNIP,2,0.12746,-0.1753,ok,0.0,11694,5892,-5802
TXNRD1,2,0.1794,-0.3083,ok,0.0,11695,3717,-7978
TXNRD2,2,0.14612,-0.0811,ok,0.0,11696,4798,-6898
TXNRD3,2,0.35975,-0.3539,ok,0.0,11697,1794,-9903
TYK2,2,0.94232,-0.2396,ok,0.0,11698,429,-11269
TYSND1,2,0.12995,-0.0199,ok,0.0,11699,5679,-6020
TYW1B,2,0.88028,-0.0227,ok,0.0,11700,499,-11201
TYW5,2,0.11108,-0.1482,ok,0.0,11701,8918,-2783
UACA,2,0.10246,-0.0256,ok,0.0,11702,11651,-51
UAP1,2,0.13244,-0.1564,ok,0.0,11703,5485,-6218
UBAP1L,2,0.12066,-0.2631,ok,0.0,11704,6705,-4999
UBAP2,2,0.14863,-0.3377,ok,0.0,11705,4687,-7018
UBB,2,0.3226,-0.2954,ok,0.0,11706,2020,-9686
UBE2B,2,0.12981,-0.0119,ok,0.0,11707,5692,-6015
UBE2C,2,0.34584,-0.1225,ok,0.0,11708,1883,-9825
UBE2D1,2,0.14049,-0.0982,ok,0.0,11709,5041,-6668
UBE2D2,2,0.11408,-0.0564,ok,0.0,11710,8116,-3594
UBE2F,2,0.22162,-0.1134,ok,0.0,11711,2965,-8746
UBE2G1,2,0.12238,-0.1567,ok,0.0,11712,6449,-5263
UBE2I,2,0.40989,-0.0013,ok,0.0,11713,1564,-10149
UBE2J1,2,0.14944,-0.0855,ok,0.0,11714,4663,-7051
UBE2J2,2,0.10464,-0.0467,ok,0.0,11715,11024,-691
UBE2L6,2,0.10781,-0.077,ok,0.0,11716,9954,-1762
UBE2M,2,0.22188,-0.2868,ok,0.0,11717,2958,-8759
UBE2Q1,2,0.12015,-0.2653,ok,0.0,11718,6779,-4939
UBE2V1,2,0.11604,-0.0433,ok,0.0,11719,7608,-4111
UBE3C,2,0.11056,-0.1588,ok,0.0,11720,9071,-2649
UBE4A,2,0.12392,-0.276,ok,0.0,11721,6252,-5469
UBE4B,2,0.1427,-0.0112,ok,0.0,11722,4932,-6790
UBIAD1,2,0.1743,-0.246,ok,0.0,11723,3835,-7888
UBL5,2,0.37234,-0.0108,ok,0.0,11724,1738,-9986
UBL7,2,0.16889,-0.2624,ok,0.0,11725,3986,-7739
UBLCP1,2,0.15301,-0.0771,ok,0.0,11726,4510,-7216
UBQLN1,2,0.10795,-0.1934,ok,0.0,11727,9907,-1820
UBQLN2,2,0.11987,-0.0394,ok,0.0,11728,6826,-4902
UBQLN4,2,0.20718,-0.1669,ok,0.0,11729,3175,-8554
UBR1,2,0.23287,-0.0403,ok,0.0,11730,2804,-8926
UBR7,2,0.19321,-0.0277,ok,0.0,11731,3439,-8292
UBTD2,2,0.11289,-0.0622,ok,0.0,11732,8434,-3298
UBTF,2,0.20664,-0.3754,ok,0.0,11733,3183,-8550
UBXN11,2,0.11662,-0.1529,ok,0.0,11734,7485,-4249
UBXN2A,2,0.10328,-0.0342,ok,0.0,11735,11451,-284
UBXN2B,2,0.15961,-0.1517,ok,0.0,11736,4280,-7456
UBXN4,2,0.35508,-0.2797,ok,0.0,11737,1822,-9915
UBXN6,2,0.2003,-0.0318,ok,0.0,11738,3307,-8431
UCHL5,2,0.2796,-0.1381,ok,0.0,11739,2326,-9413
UCK1,2,0.11291,-0.2054,ok,0.0,11740,8425,-3315
UCK2,2,0.14885,-0.0311,ok,0.0,11741,4679,-7062
UCKL1,2,0.13951,-0.2078,ok,0.0,11742,5094,-6648
UCN,2,0.11037,-0.1677,ok,0.0,11743,9130,-2613
UFSP1,2,0.14571,-0.0516,ok,0.0,11744,4819,-6925
UGCG,2,0.14319,-0.229,ok,0.0,11745,4915,-6830
UGGT1,2,0.33111,-0.3988,ok,0.0,11746,1967,-9779
BLTP3A,2,0.10354,-0.0545,ok,0.0,11747,11366,-381
BLTP3B,2,0.1499,-0.3655,ok,0.0,11748,4640,-7108
UHRF2,2,0.6772,-0.1978,ok,0.0,11749,817,-10932
UIMC1,2,0.13532,-0.1622,ok,0.0,11750,5335,-6415
ULBP1,2,0.14792,-0.1217,ok,0.0,11751,4710,-7041
ULBP2,2,0.1072,-0.0097,ok,0.0,11752,10166,-1586
ULK2,2,0.11397,-0.0159,ok,0.0,11753,8149,-3604
ULK3,2,0.17034,-0.0739,ok,0.0,11754,3951,-7803
UNC13D,2,0.10853,-0.1779,ok,0.0,11755,9722,-2033
UNC5CL,2,0.27384,-0.0031,ok,0.0,11756,2367,-9389
UNC93B1,2,0.15772,-0.2622,ok,0.0,11757,4348,-7409
UPRT,2,0.10234,-0.1761,ok,0.0,11758,11674,-84
UQCC1,2,0.14925,-0.0116,ok,0.0,11759,4667,-7092
UQCC3,2,0.1181,-0.1354,ok,0.0,11760,7180,-4580
UQCRH,2,0.31712,-0.2719,ok,0.0,11761,2055,-9706
UQCRHL,2,0.10891,-0.1769,ok,0.0,11762,9596,-2166
URGCP,2,0.14356,-0.1491,ok,0.0,11763,4902,-6861
USF2,2,0.11797,-0.0112,ok,0.0,11764,7211,-4553
USF3,2,0.1093,-0.093,ok,0.0,11765,9472,-2293
USP1,2,0.11032,-0.0168,ok,0.0,11766,9150,-2616
USP10,2,0.22318,-0.0748,ok,0.0,11767,2945,-8822
USP11,2,0.10014,-0.1003,ok,0.0,11768,12054,286
USP12,2,0.30204,-0.3445,ok,0.0,11769,2145,-9624
USP13,2,0.1383,-0.185,ok,0.0,11770,5159,-6611
USP16,2,0.11641,-0.0742,ok,0.0,11771,7537,-4234
USP18,2,0.12903,-0.1088,ok,0.0,11772,5754,-6018
USP20,2,0.15019,-0.1578,ok,0.0,11773,4631,-7142
USP32,2,0.1831,-0.0429,ok,0.0,11774,3645,-8129
USP33,2,0.10562,-0.0839,ok,0.0,11775,10720,-1055
USP35,2,0.1208,-0.0211,ok,0.0,11776,6684,-5092
USP38,2,0.11517,-0.0768,ok,0.0,11777,7840,-3937
USP39,2,0.50278,-0.09,ok,0.0,11778,1232,-10546
USP4,2,0.13055,-0.0986,ok,0.0,11779,5627,-6152
USP44,2,0.09984,-0.0893,ok,0.0,11780,12084,304
USP49,2,0.11043,-0.0951,ok,0.0,11781,9109,-2672
USP53,2,0.20514,-0.2123,ok,0.0,11782,3208,-8574
USP54,2,0.12217,-0.0088,ok,0.0,11783,6474,-5309
UTP6,2,0.41816,-0.1253,ok,0.0,11784,1541,-10243
UTS2,2,0.10645,-0.0045,ok,0.0,11785,10419,-1366
UTY,2,0.1025,-0.0031,ok,0.0,11786,11640,-146
UXT,2,0.41849,-0.2862,ok,0.0,11787,1537,-10250
VAMP1,2,0.15223,-0.293,ok,0.0,11788,4543,-7245
VAMP4,2,0.1113,-0.0031,ok,0.0,11789,8852,-2937
VANGL1,2,0.11086,-0.0204,ok,0.0,11790,8975,-2815
VAPA,2,0.16124,-0.1679,ok,0.0,11791,4232,-7559
VASH1,2,0.16079,-0.3112,ok,0.0,11792,4244,-7548
VAT1,2,0.12607,-0.1095,ok,0.0,11793,6031,-5762
VAV3,2,0.1443,-0.1867,ok,0.0,11794,4876,-6918
VAX1,2,0.11111,-0.0086,ok,0.0,11795,8908,-2887
VCPKMT,2,0.10018,-0.1326,ok,0.0,11796,12048,252
VDAC2,2,0.09802,-0.0948,ok,0.0,11797,12195,398
VDAC3,2,0.13578,-0.1489,ok,0.0,11798,5314,-6484
VEGFA,2,0.57763,-0.3708,ok,0.0,11799,1040,-10759
VEGFB,2,0.24644,-0.4301,ok,0.0,11800,2632,-9168
VENTX,2,0.10472,-0.0595,ok,0.0,11801,10996,-805
VGLL4,2,0.1048,-0.0106,ok,0.0,11802,10967,-835
VIL1,2,0.09946,-0.0011,ok,0.0,11803,12122,319
VILL,2,0.20658,-0.0812,ok,0.0,11804,3186,-8618
VIPAS39,2,0.10873,-0.0449,ok,0.0,11805,9652,-2153
VIPR1,2,0.40089,-0.0017,ok,0.0,11806,1607,-10199
VKORC1L1,2,0.15192,-0.2278,ok,0.0,11807,4562,-7245
VLDLR,2,0.23348,-0.1251,ok,0.0,11808,2796,-9012
VMAC,2,0.13557,-0.2118,ok,0.0,11809,5322,-6487
VPREB3,2,0.1183,-0.1454,ok,0.0,11810,7138,-4672
VPS11,2,0.12956,-0.0265,ok,0.0,11811,5713,-6098
VPS13A,2,0.10364,-0.0202,ok,0.0,11812,11342,-470
VPS13B,2,0.3138,-0.3406,ok,0.0,11813,2077,-9736
VPS26B,2,0.1363,-0.0581,ok,0.0,11814,5282,-6532
VPS39,2,0.20053,-0.0346,ok,0.0,11815,3301,-8514
VPS50,2,0.10817,-0.002,ok,0.0,11816,9841,-1975
VPS53,2,0.29369,-0.1609,ok,0.0,11817,2207,-9610
VPS8,2,0.16845,-0.0468,ok,0.0,11818,3997,-7821
VPS9D1,2,0.1084,-0.017,ok,0.0,11819,9767,-2052
VSIG1,2,0.10852,-0.2431,ok,0.0,11820,9726,-2094
VSIG10L,2,0.11765,-0.2782,ok,0.0,11821,7262,-4559
VSIR,2,0.3114,-0.2975,ok,0.0,11822,2093,-9729
VSX1,2,0.10376,-0.0243,ok,0.0,11823,11297,-526
VTA1,2,0.16285,-0.012,ok,0.0,11824,4175,-7649
VTI1A,2,0.12636,-0.1939,ok,0.0,11825,5999,-5826
VTI1B,2,0.57328,-0.049,ok,0.0,11826,1050,-10776
VWF,2,0.13263,-0.3464,ok,0.0,11827,5469,-6358
WARS1,2,0.12635,-0.0584,ok,0.0,11828,6001,-5827
WASF2,2,0.14069,-0.0089,ok,0.0,11829,5030,-6799
WASHC1,2,0.11321,-0.0656,ok,0.0,11830,8355,-3475
WASHC3,2,0.17256,-0.1119,ok,0.0,11831,3883,-7948
WASHC5,2,0.33694,-0.2291,ok,0.0,11832,1935,-9897
WDR13,2,0.12475,-0.1532,ok,0.0,11833,6165,-5668
WDR20,2,0.14203,-0.1567,ok,0.0,11834,4961,-6873
WDR25,2,0.48343,-0.2334,ok,0.0,11835,1293,-10542
WDR27,2,0.13868,-0.1414,ok,0.0,11836,5136,-6700
WDR35,2,0.10953,-0.01,ok,0.0,11837,9388,-2449
WDR4,2,0.36479,-0.11,ok,0.0,11838,1764,-10074
WDR45B,2,0.50044,-0.0118,ok,0.0,11839,1242,-10597
WDR62,2,0.10135,-0.1608,ok,0.0,11840,11878,38
WDR76,2,0.10681,-0.0156,ok,0.0,11841,10316,-1525
WDR77,2,0.49207,-0.2159,ok,0.0,11842,1263,-10579
WDR81,2,0.14473,-0.1863,ok,0.0,11843,4856,-6987
WDR83OS,2,0.22093,-0.1564,ok,0.0,11844,2973,-8871
WDR89,2,0.11007,-0.0655,ok,0.0,11845,9226,-2619
WDR90,2,0.14465,-0.029,ok,0.0,11846,4862,-6984
NTAQ1,2,0.2477,-0.4543,ok,0.0,11847,2620,-9227
WFDC2,2,0.14438,-0.0095,ok,0.0,11848,4874,-6974
WIPF2,2,0.12567,-0.0716,ok,0.0,11849,6079,-5770
WNT10B,2,0.11331,-0.0494,ok,0.0,11850,8320,-3530
WNT16,2,0.11678,-0.0244,ok,0.0,11851,7450,-4401
WRN,2,0.11386,-0.052,ok,0.0,11852,8175,-3677
WSB1,2,0.13,-0.1163,ok,0.0,11853,5673,-6180
WSB2,2,0.12395,-0.0967,ok,0.0,11854,6248,-5606
WT1,2,0.14037,-0.3705,ok,0.0,11855,5048,-6807
WTAP,2,0.10528,-0.093,ok,0.0,11856,10832,-1024
WWC1,2,0.11181,-0.1053,ok,0.0,11857,8709,-3148
WWC3,2,0.18407,-0.0352,ok,0.0,11858,3629,-8229
WWP1,2,0.10226,-0.109,ok,0.0,11859,11692,-167
WWP2,2,0.10468,-0.0011,ok,0.0,11860,11009,-851
XCL2,2,0.12968,-0.2127,ok,0.0,11861,5705,-6156
XIRP1,2,0.13289,-0.0076,ok,0.0,11862,5460,-6402
XK,2,0.15681,-0.2534,ok,0.0,11863,4376,-7487
XKR8,2,0.17429,-0.0683,ok,0.0,11864,3836,-8028
XKRX,2,0.1061,-0.1929,ok,0.0,11865,10548,-1317
XPA,2,0.1183,-0.0625,ok,0.0,11866,7139,-4727
XPO4,2,0.12986,-0.0215,ok,0.0,11867,5686,-6181
XPO5,2,0.23549,-0.022,ok,0.0,11868,2773,-9095
XRCC1,2,0.09791,-0.1255,ok,0.0,11869,12199,330
XRN1,2,0.21588,-0.184,ok,0.0,11870,3049,-8821
YARS2,2,0.1745,-0.3119,ok,0.0,11871,3831,-8040
YDJC,2,0.10097,-0.1201,ok,0.0,11872,11941,69
YES1,2,0.21691,-0.0007,ok,0.0,11873,3032,-8841
YIPF1,2,0.23106,-0.0692,ok,0.0,11874,2834,-9040
YIPF2,2,0.2012,-0.0115,ok,0.0,11875,3285,-8590
YIPF4,2,0.16386,-0.064,ok,0.0,11876,4133,-7743
YPEL3,2,0.10842,-0.1518,ok,0.0,11877,9755,-2122
YPEL4,2,0.10464,-0.1039,ok,0.0,11878,11025,-853
YTHDF1,2,0.21056,-0.3715,ok,0.0,11879,3123,-8756
YWHAB,2,0.1316,-0.0768,ok,0.0,11880,5539,-6341
YWHAH,2,0.53105,-0.087,ok,0.0,11881,1154,-10727
YWHAQ,2,0.20057,-0.1249,ok,0.0,11882,3300,-8582
YY1AP1,2,0.23566,-0.0285,ok,0.0,11883,2771,-9112
ZACN,2,0.13631,-0.1914,ok,0.0,11884,5281,-6603
ZBED3,2,0.20176,-0.0304,ok,0.0,11885,3275,-8610
ZBED4,2,0.58613,-0.3368,ok,0.0,11886,1018,-10868
ZBED10P,2,0.1078,-0.0017,ok,0.0,11887,9957,-1930
SCAND3,2,0.1074,-0.2626,ok,0.0,11888,10093,-1795
ZBTB12,2,0.10272,-0.0275,ok,0.0,11889,11603,-286
ZBTB16,2,0.12353,-0.0217,ok,0.0,11890,6302,-5588
ZBTB20,2,0.13628,-0.1149,ok,0.0,11891,5285,-6606
ZBTB24,2,0.55202,-0.0211,ok,0.0,11892,1103,-10789
ZBTB25,2,0.16353,-0.0792,ok,0.0,11893,4150,-7743
ZBTB3,2,0.15741,-0.0231,ok,0.0,11894,4358,-7536
ZBTB33,2,0.13235,-0.0499,ok,0.0,11895,5495,-6400
ZBTB38,2,0.20552,-0.0877,ok,0.0,11896,3201,-8695
ZBTB39,2,0.14274,-0.1256,ok,0.0,11897,4930,-6967
ZBTB42,2,0.1142,-0.0894,ok,0.0,11898,8087,-3811
ZBTB43,2,0.11029,-0.0961,ok,0.0,11899,9165,-2734
ZBTB46,2,0.14757,-0.399,ok,0.0,11900,4729,-7171
ZBTB47,2,0.11344,-0.0128,ok,0.0,11901,8283,-3618
ZBTB6,2,0.12693,-0.0046,ok,0.0,11902,5945,-5957
ZBTB7A,2,0.119,-0.0031,ok,0.0,11903,6992,-4911
ZBTB7C,2,0.10293,-0.1113,ok,0.0,11904,11549,-355
ZBTB9,2,0.11396,-0.1074,ok,0.0,11905,8151,-3754
ZC2HC1A,2,0.18225,-0.1528,ok,0.0,11906,3662,-8244
ZC3H11A,2,0.82759,-0.214,ok,0.0,11907,568,-11339
ZC3H12B,2,0.11171,-0.2554,ok,0.0,11908,8736,-3172
ZC3H12C,2,0.18382,-0.0208,ok,0.0,11909,3632,-8277
ZC3H15,2,0.13586,-0.0435,ok,0.0,11910,5310,-6600
ZC3H7A,2,0.25499,-0.3388,ok,0.0,11911,2548,-9363
ZC3H7B,2,0.12094,-0.1796,ok,0.0,11912,6658,-5254
ZC3HAV1L,2,0.10442,-0.094,ok,0.0,11913,11093,-820
ZC3HC1,2,0.15382,-0.027,ok,0.0,11914,4487,-7427
ZCCHC18,2,0.35333,-0.1417,ok,0.0,11915,1838,-10077
ZCCHC3,2,0.10268,-0.1123,ok,0.0,11916,11610,-306
ZCWPW1,2,0.13432,-0.3013,ok,0.0,11917,5378,-6539
ZDHHC11B,2,0.09957,-0.004,ok,0.0,11918,12115,197
ZDHHC13,2,0.1193,-0.1334,ok,0.0,11919,6943,-4976
ZDHHC17,2,0.12133,-0.1541,ok,0.0,11920,6599,-5321
ZDHHC2,2,0.12389,-0.0317,ok,0.0,11921,6254,-5667
ZDHHC20,2,0.11352,-0.1312,ok,0.0,11922,8260,-3662
ZDHHC21,2,0.10741,-0.1012,ok,0.0,11923,10089,-1834
ZDHHC23,2,0.10693,-0.1483,ok,0.0,11924,10269,-1655
ZDHHC24,2,0.11163,-0.1191,ok,0.0,11925,8760,-3165
ZDHHC6,2,0.13671,-0.2319,ok,0.0,11926,5251,-6675
ZDHHC7,2,0.47489,-0.234,ok,0.0,11927,1327,-10600
ZEB2,2,0.24293,-0.145,ok,0.0,11928,2672,-9256
ZFAND2B,2,0.38955,-0.1977,ok,0.0,11929,1666,-10263
ZFAND3,2,0.16237,-0.2942,ok,0.0,11930,4191,-7739
ZFHX4,2,0.14012,-0.228,ok,0.0,11931,5063,-6868
ZFP14,2,0.11419,-0.068,ok,0.0,11932,8090,-3842
ZFP3,2,0.11734,-0.2035,ok,0.0,11933,7329,-4604
ZFP30,2,0.09894,-0.0864,ok,0.0,11934,12148,214
ZFP36,2,0.16115,-0.2683,ok,0.0,11935,4234,-7701
ZFP37,2,0.10872,-0.0881,ok,0.0,11936,9654,-2282
ZFP41,2,0.10098,-0.0392,ok,0.0,11937,11940,3
ZFP62,2,0.10786,-0.2323,ok,0.0,11938,9936,-2002
ZFP64,2,0.13725,-0.0217,ok,0.0,11939,5215,-6724
ZFP69,2,0.16966,-0.0877,ok,0.0,11940,3970,-7970
ZFP91,2,0.12607,-0.2202,ok,0.0,11941,6032,-5909
ZFP92,2,0.12591,-0.2283,ok,0.0,11942,6053,-5889
ZFPL1,2,0.11036,-0.0983,ok,0.0,11943,9135,-2808
ZFPM1,2,0.33065,-0.1071,ok,0.0,11944,1970,-9974
ZFPM2,2,0.10551,-0.1154,ok,0.0,11945,10759,-1186
ZFYVE1,2,0.1653,-0.147,ok,0.0,11946,4087,-7859
ZFYVE27,2,0.11291,-0.2003,ok,0.0,11947,8426,-3521
ZGLP1,2,0.10408,-0.004,ok,0.0,11948,11207,-741
ZGPAT,2,0.57144,-0.432,ok,0.0,11949,1056,-10893
ZHX1-C8orf76,2,0.36096,-0.0949,ok,0.0,11950,1787,-10163
ZIK1,2,0.12385,-0.2223,ok,0.0,11951,6260,-5691
ZKSCAN1,2,0.28341,-0.2045,ok,0.0,11952,2275,-9677
ZKSCAN4,2,0.1089,-0.1883,ok,0.0,11953,9598,-2355
ZMIZ1,2,0.12207,-0.1194,ok,0.0,11954,6489,-5465
ZMYM1,2,0.1361,-0.0983,ok,0.0,11955,5293,-6662
ZMYM2,2,0.15341,-0.074,ok,0.0,11956,4499,-7457
ZMYM3,2,0.11602,-0.0444,ok,0.0,11957,7617,-4340
ZMYM5,2,0.103,-0.0788,ok,0.0,11958,11533,-425
ZMYND11,2,0.11329,-0.09,ok,0.0,11959,8329,-3630
ZMYND19,2,0.10026,-0.0011,ok,0.0,11960,12039,79
ZNF100,2,0.11126,-0.1911,ok,0.0,11961,8867,-3094
ZNF107,2,0.21458,-0.047,ok,0.0,11962,3070,-8892
ZNF12,2,0.22112,-0.1575,ok,0.0,11963,2970,-8993
ZNF132,2,0.15426,-0.3651,ok,0.0,11964,4472,-7492
ZNF134,2,0.12853,-0.0854,ok,0.0,11965,5799,-6166
ZNF136,2,0.12176,-0.1658,ok,0.0,11966,6526,-5440
ZNF140,2,0.21934,-0.3193,ok,0.0,11967,2992,-8975
ZNF142,2,0.1425,-0.067,ok,0.0,11968,4940,-7028
ZNF148,2,0.13648,-0.0995,ok,0.0,11969,5267,-6702
ZNF157,2,0.12661,-0.1143,ok,0.0,11970,5981,-5989
ZNF16,2,0.11246,-0.0655,ok,0.0,11971,8533,-3438
ZNF160,2,0.10242,-0.0026,ok,0.0,11972,11656,-316
ZNF169,2,0.19205,-0.162,ok,0.0,11973,3467,-8506
ZNF17,2,0.15873,-0.3192,ok,0.0,11974,4313,-7661
ZNF175,2,0.16344,-0.3266,ok,0.0,11975,4156,-7819
ZNF177,2,0.10904,-0.0974,ok,0.0,11976,9554,-2422
ZNF18,2,0.13085,-0.1676,ok,0.0,11977,5603,-6374
ZNF180,2,0.10784,-0.0502,ok,0.0,11978,9944,-2034
ZNF184,2,0.11819,-0.1429,ok,0.0,11979,7162,-4817
ZNF185,2,0.28564,-0.1633,ok,0.0,11980,2256,-9724
ZNF195,2,0.13232,-0.2451,ok,0.0,11981,5497,-6484
ZNF197,2,0.1418,-0.1986,ok,0.0,11982,4972,-7010
ZNF20,2,0.11442,-0.0615,ok,0.0,11983,8040,-3943
ZNF202,2,0.13403,-0.196,ok,0.0,11984,5393,-6591
ZNF205,2,0.19892,-0.2613,ok,0.0,11985,3327,-8658
ZNF211,2,0.12623,-0.0489,ok,0.0,11986,6015,-5971
ZNF212,2,0.10214,-0.1238,ok,0.0,11987,11710,-277
ZNF214,2,0.21067,-0.1349,ok,0.0,11988,3120,-8868
ZNF22,2,0.11566,-0.1579,ok,0.0,11989,7705,-4284
ZNF224,2,0.13629,-0.2245,ok,0.0,11990,5283,-6707
ZNF226,2,0.12978,-0.1823,ok,0.0,11991,5696,-6295
ZNF227,2,0.10743,-0.1218,ok,0.0,11992,10079,-1913
ZNF230,2,0.12695,-0.1482,ok,0.0,11993,5943,-6050
ZNF232,2,0.11429,-0.0426,ok,0.0,11994,8072,-3922
ZNF233,2,0.09801,-0.049,ok,0.0,11995,12196,201
ZNF24,2,0.14924,-0.0075,ok,0.0,11996,4668,-7328
ZNF248,3,0.53405,-0.1123,ok,0.0,11997,1145,-10852
ZNF25,2,0.38091,-0.221,ok,0.0,11998,1700,-10298
ZNF250,2,0.09905,-0.1335,ok,0.0,11999,12141,142
ZNF253,2,0.10745,-0.1262,ok,0.0,12000,10071,-1929
ZNF264,2,0.1297,-0.0899,ok,0.0,12001,5704,-6297
ZNF268,2,0.11129,-0.0003,ok,0.0,12002,8859,-3143
ZNF273,2,0.13712,-0.1166,ok,0.0,12003,5224,-6779
ZNF276,2,0.10857,-0.0636,ok,0.0,12004,9706,-2298
ZNF28,2,0.32901,-0.2613,ok,0.0,12005,1982,-10023
ZNF280B,2,0.17502,-0.3898,ok,0.0,12006,3816,-8190
