target,n_guides,E_t,R_t,R_status,S_t,rank_S,rank_E,rank_shift
ZNHIT1,2,0.9193,0.543,ok,0.49916,217,455,238
NOM1,2,0.84528,0.5875,ok,0.49658,218,548,330
PPP2CA,2,0.9429,0.5249,ok,0.49492,219,428,209
WDR75,2,1.02774,0.4805,ok,0.49382,220,327,107
SNIP1,2,1.58929,0.3106,ok,0.49358,221,34,-187
DDX24,2,1.1243,0.439,ok,0.49352,222,239,17
NCBP2,2,1.18225,0.4161,ok,0.49198,223,208,-15
WDR3,2,1.30803,0.3747,ok,0.49006,224,129,-95
MPHOSPH10,2,1.13909,0.4299,ok,0.48972,225,233,8
RBMX2,2,1.325,0.3692,ok,0.4892,226,118,-108
EXOSC3,2,0.87871,0.5565,ok,0.48897,227,503,276
ZWILCH,2,0.81421,0.5996,ok,0.48818,228,588,360
TMA16,2,0.96385,0.5059,ok,0.48763,229,404,175
DHX37,2,1.63924,0.2975,ok,0.4876,230,26,-204
NUTF2,2,1.30022,0.3748,ok,0.48726,231,135,-96
CCDC86,2,1.2819,0.3795,ok,0.48644,232,143,-89
POLR1E,2,0.81384,0.5969,ok,0.48576,233,589,356
SRFBP1,2,0.84498,0.5749,ok,0.48576,234,550,316
PSMD13,2,1.02569,0.4733,ok,0.48542,235,330,95
ZC3H18,2,1.09842,0.4413,ok,0.48471,236,260,24
RPRD1A,2,0.82435,0.5874,ok,0.48423,237,576,339
FDPS,2,0.93838,0.5144,ok,0.48273,238,433,195
CPSF3,2,1.42373,0.3382,ok,0.48157,239,79,-160
COPS6,2,1.18313,0.4057,ok,0.48002,240,207,-33
DDX51,2,0.92749,0.5173,ok,0.47976,241,444,203
ECD,2,1.39521,0.3434,ok,0.47916,242,91,-151
YKT6,2,1.03285,0.4634,ok,0.47858,243,320,77
MED9,2,1.04098,0.4597,ok,0.47849,244,315,71
RPS15A,2,1.01987,0.4663,ok,0.47552,245,338,93
RPS11,2,1.31424,0.3606,ok,0.47387,246,127,-119
ALYREF,2,1.17158,0.4038,ok,0.47304,247,216,-31
MRE11,2,0.9635,0.4906,ok,0.47271,248,405,157
RPL27,2,1.8313,0.2579,ok,0.47221,249,11,-238
ZNHIT6,2,0.95997,0.4918,ok,0.47209,250,411,161
SLF2,2,1.07579,0.4374,ok,0.47051,251,283,32
PSMG1,2,1.48431,0.3169,ok,0.47031,252,57,-195
PFDN2,2,1.11199,0.4206,ok,0.46771,253,250,-3
MAD2L2,2,0.82742,0.5647,ok,0.46724,254,570,316
SUPT5H,2,1.44917,0.3206,ok,0.46465,255,69,-186
DNMT1,2,1.02788,0.452,ok,0.46462,256,326,70
CHCHD3,2,0.89204,0.5202,ok,0.46399,257,487,230
NOC3L,2,1.40243,0.3301,ok,0.46295,258,86,-172
GTPBP4,2,0.94897,0.4864,ok,0.4616,259,417,158
CSNK1A1,2,0.88001,0.5241,ok,0.46123,260,500,240
RPL17,2,1.52845,0.3013,ok,0.4605,261,39,-222
RRP15,2,1.00646,0.4573,ok,0.46021,262,345,83
ECT2,2,0.94444,0.4861,ok,0.45906,263,427,164
SDF2,2,0.86202,0.5311,ok,0.45784,264,526,262
EXOC4,2,0.86446,0.5281,ok,0.45651,265,524,259
YARS1,2,0.96402,0.4725,ok,0.45554,266,403,137
RBM42,2,1.47366,0.3088,ok,0.455,267,61,-206
EXOSC7,2,1.03083,0.4412,ok,0.45482,268,322,54
TFPT,2,0.94752,0.4776,ok,0.45252,269,420,151
PRMT5,2,0.80148,0.5631,ok,0.45134,270,606,336
CPSF2,2,1.37884,0.3266,ok,0.4503,271,102,-169
RPF2,2,1.92278,0.2339,ok,0.44976,272,6,-266
CARF,2,0.97367,0.4617,ok,0.44952,273,388,115
CENPC,2,1.49835,0.2988,ok,0.44765,274,49,-225
UTP20,2,1.03669,0.4312,ok,0.44706,275,318,43
CENPJ,2,1.3276,0.3366,ok,0.44683,276,116,-160
TRPM7,2,0.8748,0.5067,ok,0.44322,277,509,232
RTF1,2,1.01325,0.4366,ok,0.44243,278,341,63
ZNF335,2,1.29861,0.34,ok,0.44148,279,137,-142
RPS29,2,1.13685,0.3876,ok,0.44059,280,234,-46
MTRES1,2,0.79926,0.551,ok,0.44036,281,610,329
SENP6,2,1.37196,0.3198,ok,0.43875,282,106,-176
PSTK,2,1.49364,0.2935,ok,0.43833,283,51,-232
SART1,2,1.2959,0.3381,ok,0.43808,284,138,-146
SRPRB,2,0.79338,0.5513,ok,0.43743,285,623,338
HSPE1-MOB4,2,0.90873,0.4809,ok,0.43699,286,468,182
PABPC4,2,0.92168,0.4727,ok,0.4357,287,451,164
UPF1,2,1.48612,0.2926,ok,0.43487,288,55,-233
ADSL,2,0.80788,0.5363,ok,0.43329,289,598,309
CTNNAL1,2,0.74658,0.5793,ok,0.43253,290,694,404
PPA1,2,0.82506,0.523,ok,0.4315,291,573,282
NFYA,2,1.49691,0.2882,ok,0.43143,292,50,-242
PRPF38A,2,0.91382,0.4719,ok,0.43125,293,461,168
PHB1,2,1.18055,0.3653,ok,0.4312,294,210,-84
NUBP1,2,1.2247,0.3515,ok,0.43053,295,177,-118
BARD1,2,0.96998,0.4419,ok,0.42861,296,392,96
TRMT112,2,0.98762,0.4329,ok,0.4275,297,374,77
KIF21B,2,0.73199,0.5835,ok,0.42712,298,715,417
TMEM238,2,0.71019,0.6006,ok,0.42657,299,753,454
CENPL,2,0.99981,0.4245,ok,0.42444,300,352,52
BECN1,2,0.77393,0.5482,ok,0.42429,301,647,346
PSMC1,2,0.88818,0.4772,ok,0.42382,302,490,188
FBXO5,2,1.32749,0.3181,ok,0.42233,303,117,-186
RACK1,2,0.86563,0.4874,ok,0.42187,304,523,219
TFRC,2,1.09697,0.3835,ok,0.42069,305,265,-40
BMS1,2,1.01649,0.4138,ok,0.42065,306,339,33
TTF2,2,1.59159,0.2629,ok,0.4184,307,33,-274
SMC5,2,1.04942,0.3987,ok,0.41836,308,310,2
RSL1D1,2,1.02719,0.4072,ok,0.41824,309,328,19
PRPF6,2,1.14196,0.3659,ok,0.41786,310,232,-78
DERL2,2,1.25802,0.332,ok,0.41761,311,157,-154
RPL13,2,1.31635,0.3166,ok,0.41675,312,125,-187
ABCB10,2,1.24735,0.334,ok,0.41659,313,166,-147
NOL7,2,0.70715,0.5889,ok,0.41646,314,761,447
CHMP2A,2,1.40854,0.2956,ok,0.41641,315,84,-231
SDHA,2,0.79723,0.5222,ok,0.41635,316,616,300
SURF4,2,1.01054,0.4117,ok,0.41599,317,343,26
PDCD11,2,1.21598,0.3415,ok,0.41527,318,181,-137
NACA,2,1.60047,0.2592,ok,0.4148,319,31,-288
ANKRA2,2,0.79899,0.516,ok,0.41229,320,611,291
POP4,2,0.85778,0.48,ok,0.41175,321,531,210
EXOSC2,2,1.05217,0.3908,ok,0.41116,322,304,-18
NFKBIE,2,0.78013,0.5267,ok,0.41088,323,637,314
DHX33,2,0.76326,0.5379,ok,0.41057,324,662,338
ETFDH,2,0.7313,0.5606,ok,0.40995,325,719,394
TERF2,2,1.31851,0.3094,ok,0.40797,326,124,-202
NUCB1,2,1.24886,0.3264,ok,0.40767,327,163,-164
SRBD1,2,1.45827,0.2795,ok,0.40764,328,66,-262
GYS1,2,0.87262,0.4661,ok,0.40669,329,514,185
PRP4K,2,0.87112,0.4664,ok,0.40632,330,518,188
SUZ12,2,0.74152,0.5479,ok,0.40629,331,699,368
TAF6,2,0.72273,0.5621,ok,0.40627,332,733,401
SMARCD3,2,0.71429,0.5664,ok,0.40457,333,748,415
TOMM40,2,0.76986,0.5225,ok,0.40228,334,651,317
GEMIN8,2,0.69272,0.5804,ok,0.40204,335,787,452
BRI3,2,0.84852,0.4731,ok,0.4014,336,542,206
GRWD1,2,0.70103,0.5721,ok,0.40108,337,772,435
ACTR6,2,1.44854,0.2759,ok,0.3996,338,70,-268
CENPW,2,0.79275,0.5039,ok,0.39945,339,626,287
TTI2,2,0.76016,0.5248,ok,0.39892,340,670,330
CAD,2,0.72665,0.5483,ok,0.39841,341,723,382
LTV1,2,0.85471,0.4635,ok,0.39612,342,537,195
RPN2,2,0.84495,0.4685,ok,0.39589,343,551,208
STK3,2,0.83265,0.4754,ok,0.39584,344,564,220
POLD3,2,1.32415,0.2979,ok,0.39449,345,119,-226
GOSR2,2,1.09825,0.3588,ok,0.39401,346,261,-85
NVL,2,1.05017,0.3744,ok,0.39313,347,306,-41
SSX2IP,2,0.75917,0.5178,ok,0.39312,348,671,323
NDUFA7,2,0.80563,0.4858,ok,0.39136,349,599,250
WAPL,2,0.64668,0.6048,ok,0.39112,350,878,528
MDN1,2,1.0803,0.3616,ok,0.39064,351,279,-72
EIF3M,2,0.75218,0.5189,ok,0.39031,352,685,333
EIF4G1,2,0.66995,0.5815,ok,0.3896,353,834,481
PCNA,2,1.2176,0.3197,ok,0.3893,354,180,-174
RGP1,2,1.07603,0.3606,ok,0.388,355,282,-73
PDCD7,2,1.05189,0.3674,ok,0.38641,356,305,-51
SEPHS2,2,1.44645,0.267,ok,0.38621,357,71,-286
WDHD1,2,1.02487,0.3762,ok,0.38558,358,334,-24
NUP43,2,0.88386,0.4362,ok,0.38551,359,496,137
IL27RA,2,0.72711,0.5301,ok,0.38547,360,722,362
PRPS2,2,0.76039,0.5063,ok,0.385,361,669,308
CENPM,2,1.23258,0.3116,ok,0.3841,362,175,-187
PSMC3,2,0.8866,0.4325,ok,0.38343,363,492,129
BRCA2,2,1.25045,0.3055,ok,0.38207,364,162,-202
EIF3B,2,1.44612,0.2636,ok,0.38122,365,72,-293
DROSHA,2,1.26606,0.3008,ok,0.38085,366,153,-213
ABT1,2,0.86996,0.4374,ok,0.38051,367,521,154
ATP6V1G1,2,1.75014,0.2174,ok,0.38051,368,13,-355
NAA50,2,0.96438,0.3943,ok,0.38026,369,399,30
NELFB,2,0.81333,0.4674,ok,0.38017,370,590,220
EIF5B,2,0.97033,0.3914,ok,0.37975,371,391,20
RPL18A,2,1.03066,0.3676,ok,0.37889,372,323,-49
HNRNPL,2,1.07259,0.3529,ok,0.3785,373,286,-87
EXOC2,2,0.75771,0.4993,ok,0.3783,374,673,299
ATP11B,2,0.75679,0.4992,ok,0.37782,375,675,300
EXOSC10,2,0.8905,0.4242,ok,0.37774,376,488,112
SKIC2,2,0.93654,0.4025,ok,0.37695,377,435,58
PRPF40A,2,0.70393,0.5352,ok,0.37671,378,767,389
CHERP,2,0.78158,0.4819,ok,0.37663,379,634,255
BCKDHA,2,0.72239,0.5204,ok,0.37594,380,735,355
TPM3,2,0.90247,0.4162,ok,0.37562,381,473,92
GMIP,2,0.99116,0.3788,ok,0.37543,382,366,-16
NOC2L,2,0.81671,0.4592,ok,0.37506,383,585,202
ASH2L,2,0.6916,0.5419,ok,0.37475,384,789,405
PFN1,2,0.74969,0.4985,ok,0.37374,385,690,305
KICS2,2,0.68027,0.5429,ok,0.36929,386,813,427
RFC2,2,1.04581,0.3529,ok,0.36909,387,312,-75
NFYC,2,0.9458,0.3902,ok,0.36905,388,424,36
HSPA5,2,1.61054,0.229,ok,0.36883,389,30,-359
FH,2,0.732,0.5026,ok,0.36789,390,714,324
VPS18,2,0.70192,0.5233,ok,0.36732,391,770,379
GEMIN6,2,0.81609,0.45,ok,0.36725,392,586,194
VAMP5,2,0.66222,0.554,ok,0.36689,393,844,451
RPS14,2,1.28149,0.2856,ok,0.36597,394,144,-250
DDX49,2,0.94557,0.3865,ok,0.36549,395,425,30
THAP4,2,0.79356,0.4598,ok,0.36489,396,622,226
ZBTB4,2,0.76471,0.4761,ok,0.36408,397,657,260
PGD,2,0.74264,0.4901,ok,0.36397,398,697,299
ABCD1,2,0.96426,0.3764,ok,0.36292,399,401,2
CARD11,2,0.99307,0.3654,ok,0.36286,400,362,-38
HLX,2,1.03127,0.3518,ok,0.36278,401,321,-80
AEBP2,3,0.92084,0.3939,ok,0.36268,402,452,50
ZNF207,2,0.86028,0.4211,ok,0.36229,403,530,127
DDX54,2,0.9365,0.3868,ok,0.36221,404,436,32
EIF3C,2,1.19421,0.3014,ok,0.35989,405,195,-210
POLR3C,2,0.73822,0.4873,ok,0.35971,406,701,295
HAUS3,2,1.0647,0.3373,ok,0.35914,407,296,-111
DICER1,2,1.50288,0.2389,ok,0.3591,408,46,-362
RTF2,2,0.86366,0.4151,ok,0.35853,409,525,116
RPL19,2,1.32348,0.27,ok,0.35729,410,120,-290
STIL,2,0.68119,0.5212,ok,0.35506,411,809,398
MIS18A,2,0.72,0.4921,ok,0.35429,412,741,329
CFAP298,2,0.72425,0.489,ok,0.35415,413,727,314
PCF11,2,1.02487,0.3452,ok,0.35382,414,333,-81
GTF2F1,2,1.24781,0.2835,ok,0.35381,415,164,-251
NOL12,2,0.68131,0.5192,ok,0.35372,416,808,392
CSTF3,2,0.89373,0.3948,ok,0.35286,417,485,68
SEC61B,2,0.86125,0.4096,ok,0.35277,418,528,110
CDK12,2,0.73419,0.4791,ok,0.35176,419,709,290
TCEA3,2,0.88531,0.3971,ok,0.35159,420,494,74
TTC27,2,1.32319,0.2643,ok,0.34966,421,121,-300
RAE1,2,1.41146,0.2467,ok,0.34816,422,82,-340
CD82,2,0.65972,0.5275,ok,0.34804,423,850,427
POLR2F,2,1.23787,0.2811,ok,0.34801,424,173,-251
KLF3,2,0.84611,0.4112,ok,0.34793,425,547,122
PI4KA,2,0.89884,0.387,ok,0.34783,426,479,53
HARS1,2,1.43802,0.2417,ok,0.34754,427,74,-353
PRADC1,2,0.65161,0.5333,ok,0.34753,428,866,438
EIF3F,2,0.85674,0.4056,ok,0.34749,429,533,104
NAA25,2,0.62972,0.5498,ok,0.34622,430,920,490
SRSF7,2,0.82655,0.4187,ok,0.3461,431,571,140
TUBGCP4,2,1.29303,0.2667,ok,0.34487,432,139,-293
PFAS,2,0.63049,0.5467,ok,0.34471,433,916,483
CCT7,2,0.80824,0.4263,ok,0.34456,434,597,163
ANKIB1,2,0.7556,0.456,ok,0.34455,435,679,244
MMS19,2,0.78104,0.4408,ok,0.34427,436,636,200
PNO1,2,0.84178,0.409,ok,0.34425,437,553,116
SMC2,2,1.45795,0.2358,ok,0.34384,438,67,-371
ZNHIT3,2,0.62156,0.5525,ok,0.3434,439,935,496
PSMD4,2,0.7124,0.4818,ok,0.34324,440,750,310
GTF3C1,2,0.81941,0.4186,ok,0.34303,441,584,143
TNPO3,2,0.91398,0.3751,ok,0.34285,442,460,18
MBTPS2,2,0.61656,0.556,ok,0.34283,443,951,508
RTCB,2,0.79317,0.4315,ok,0.34224,444,624,180
OGFOD1,2,0.70761,0.483,ok,0.34176,445,758,313
CDC27,2,0.84135,0.4059,ok,0.3415,446,555,109
DDOST,2,0.80217,0.4234,ok,0.33966,447,605,158
MYBBP1A,2,0.82334,0.4103,ok,0.33783,448,578,130
CCAR1,2,0.61566,0.5461,ok,0.3362,449,952,503
HARS2,2,0.66574,0.5045,ok,0.3359,450,841,391
CDC73,2,1.12173,0.2991,ok,0.33548,451,242,-209
PTPN23,2,0.73732,0.454,ok,0.33478,452,704,252
ABCB7,2,0.85709,0.3895,ok,0.33386,453,532,79
RRM2B,2,0.69435,0.4798,ok,0.33312,454,785,331
RFC4,2,1.26417,0.2633,ok,0.33292,455,154,-301
THOC2,2,1.15429,0.2884,ok,0.3329,456,227,-229
DNAJA3,2,0.62269,0.5335,ok,0.33219,457,934,477
NEPRO,2,0.84236,0.3934,ok,0.33135,458,552,94
VPS54,2,1.11118,0.2978,ok,0.33089,459,251,-208
NOP14,2,0.68452,0.483,ok,0.33064,460,803,343
MED21,2,0.93062,0.3553,ok,0.33062,461,442,-19
TCERG1,2,0.77867,0.4241,ok,0.33021,462,639,177
RBM28,2,0.99145,0.333,ok,0.3302,463,365,-98
UQCRFS1,2,0.89968,0.3668,ok,0.33,464,477,13
UQCR10,2,0.6433,0.5121,ok,0.32944,465,888,423
CIB2,2,0.60029,0.5479,ok,0.32891,466,984,518
PMPCA,2,0.8036,0.4091,ok,0.32879,467,601,134
ARRB2,2,0.68815,0.4772,ok,0.32836,468,794,326
PRMT7,2,0.59681,0.5501,ok,0.32829,469,989,520
GGPS1,2,0.68411,0.4792,ok,0.32781,470,804,334
SNRPD1,2,1.1082,0.295,ok,0.32696,471,252,-219
RPS6,2,0.8807,0.3709,ok,0.32662,472,498,26
NCBP1,2,0.87627,0.3724,ok,0.3263,473,507,34
EIF2B1,2,0.74862,0.4356,ok,0.32612,474,692,218
COG1,2,0.87136,0.3728,ok,0.32486,475,517,42
FDX2,2,0.67529,0.4807,ok,0.32458,476,822,346
RAB6B,2,0.65019,0.499,ok,0.32446,477,868,391
LARS1,2,0.91702,0.3538,ok,0.32444,478,458,-20
PLAGL2,2,1.07441,0.3018,ok,0.32424,479,284,-195
CCT4,2,0.7334,0.4411,ok,0.32351,480,711,231
EIF5A,2,0.60804,0.5314,ok,0.32313,481,967,486
ZMAT5,2,0.8317,0.3883,ok,0.32297,482,566,84
KMT2A,2,0.62067,0.5203,ok,0.3229,483,938,455
DYNLRB1,2,0.91157,0.3536,ok,0.32236,484,465,-19
CSTF1,2,0.93227,0.3452,ok,0.32185,485,438,-47
HSPE1,2,0.66649,0.4828,ok,0.32178,486,840,354
HAUS2,2,0.62789,0.5121,ok,0.32155,487,923,436
NOLC1,2,0.80319,0.4002,ok,0.32146,488,602,114
CD3D,2,0.51711,0.6216,ok,0.32143,489,1191,702
RETREG3,2,0.62045,0.5168,ok,0.32063,490,939,449
TANGO6,2,0.90048,0.3559,ok,0.3205,491,476,-15
GTF3C6,2,0.99103,0.3233,ok,0.32038,492,368,-124
DDX56,2,0.80119,0.3995,ok,0.3201,493,607,114
RNMT,2,0.70093,0.456,ok,0.31959,494,773,279
SNRNP35,2,1.19377,0.2675,ok,0.31927,495,196,-299
MED10,2,0.91748,0.3475,ok,0.31879,496,457,-39
CDC45,2,0.87342,0.3646,ok,0.31847,497,512,15
DNAJC2,2,0.6529,0.4857,ok,0.31712,498,860,362
SLX4,2,0.63333,0.499,ok,0.31605,499,910,411
ANKRD52,2,1.18881,0.2653,ok,0.31536,500,201,-299
ISY1-RAB43,2,1.70855,0.1846,ok,0.31536,501,17,-484
WDR36,2,0.81533,0.3863,ok,0.31494,502,587,85
SMC3,2,0.72253,0.4358,ok,0.3149,503,734,231
GNPNAT1,2,0.55739,0.5647,ok,0.31478,504,1081,577
AFG3L2,2,0.6954,0.4524,ok,0.31462,505,783,278
YJU2B,2,0.84107,0.3731,ok,0.31377,506,556,50
NSA2,2,0.67401,0.4645,ok,0.3131,507,825,318
VPS72,2,0.83967,0.3727,ok,0.31292,508,558,50
CENPP,2,0.72396,0.4316,ok,0.31248,509,731,222
RAD17,2,1.12194,0.2785,ok,0.31246,510,241,-269
RWDD2A,2,0.68499,0.4557,ok,0.31215,511,802,291
RIC1,2,0.78,0.4,ok,0.312,512,638,126
SSU72,2,0.75283,0.4143,ok,0.31193,513,683,170
MED31,2,1.11899,0.2782,ok,0.31127,514,244,-270
CCDC115,2,0.72642,0.4275,ok,0.31055,515,725,210
GARS1,2,0.64325,0.4826,ok,0.3104,516,889,373
DDX1,2,0.61055,0.5071,ok,0.30964,517,961,444
POLR1B,2,0.82421,0.3747,ok,0.30884,518,577,59
RPL28,2,0.75208,0.4103,ok,0.30855,519,686,167
DNM2,2,1.25843,0.2451,ok,0.30842,520,155,-365
PSMD11,2,1.39358,0.221,ok,0.30798,521,93,-428
RBBP4,2,0.70584,0.4361,ok,0.30785,522,764,242
PSMB1,2,1.15625,0.2662,ok,0.30784,523,225,-298
CEP85,2,0.70319,0.4373,ok,0.30751,524,769,245
PMF1,2,1.38217,0.2223,ok,0.30727,525,100,-425
C1orf131,2,0.60799,0.5053,ok,0.30723,526,968,442
GUCD1,2,0.64679,0.4749,ok,0.30717,527,877,350
ZMAT2,2,1.33043,0.2292,ok,0.3049,528,114,-414
RPLP1,2,0.69362,0.4395,ok,0.30488,529,786,257
VPS36,2,1.0734,0.2834,ok,0.30419,530,285,-245
TXNL4B,2,0.64857,0.467,ok,0.30286,531,875,344
COG4,2,0.63819,0.474,ok,0.30247,532,900,368
NUFIP1,2,0.70849,0.4265,ok,0.30215,533,755,222
EP400,2,0.94648,0.3187,ok,0.30168,534,422,-112
RPL37A,2,0.81199,0.3714,ok,0.30158,535,593,58
GSPT1,2,0.92219,0.3263,ok,0.30091,536,449,-87
OSBP,2,0.99427,0.3019,ok,0.30021,537,361,-176
SNAPC3,2,0.596,0.5031,ok,0.29984,538,992,454
SMARCE1,2,0.59894,0.5005,ok,0.29979,539,986,447
ZAP70,2,0.64398,0.4648,ok,0.29933,540,884,344
LCP2,2,0.55755,0.5363,ok,0.29901,541,1079,538
C9orf78,2,0.5737,0.5204,ok,0.29857,542,1048,506
EAPP,2,0.67503,0.4421,ok,0.29842,543,824,281
RPS26,2,0.79817,0.3709,ok,0.29608,544,614,70
PLK4,2,0.62402,0.4741,ok,0.29584,545,929,384
RABL3,2,0.62879,0.4698,ok,0.29539,546,922,376
VMP1,2,0.94615,0.3119,ok,0.29509,547,423,-124
IPO7,2,0.68736,0.4291,ok,0.29495,548,797,249
UNCX,2,0.61872,0.476,ok,0.29454,549,946,397
FARSA,2,0.66708,0.441,ok,0.29417,550,838,288
TBCC,2,0.9112,0.3228,ok,0.29412,551,466,-85
TYMS,2,0.9252,0.317,ok,0.29328,552,445,-107
VPS13D,2,1.0233,0.2858,ok,0.29242,553,336,-217
GTF2E1,2,0.74711,0.3914,ok,0.29239,554,693,139
DHX29,2,0.85672,0.3393,ok,0.29069,555,534,-21
GLMN,2,0.60953,0.4767,ok,0.29059,556,963,407
RBBP5,2,0.58332,0.4958,ok,0.28919,557,1025,468
TUBGCP3,2,1.05783,0.2723,ok,0.28803,558,300,-258
DCAF10,2,1.09082,0.2621,ok,0.28594,559,269,-290
PANK4,2,0.57542,0.4938,ok,0.28413,560,1044,484
TKFC,2,0.72218,0.3931,ok,0.28388,561,736,175
NBN,2,0.68789,0.4125,ok,0.28375,562,795,233
AFG2A,2,0.64164,0.4414,ok,0.28325,563,892,329
HGSNAT,3,0.87171,0.3245,ok,0.28291,564,515,-49
BTF3,2,1.58019,0.1788,ok,0.2825,565,35,-530
PPP2R1A,2,0.57836,0.4876,ok,0.28198,566,1038,472
POLR3B,2,0.63959,0.4395,ok,0.28109,567,897,330
PSMG3,2,1.09814,0.2558,ok,0.28095,568,262,-306
SYMPK,2,0.99714,0.2815,ok,0.2807,569,356,-213
EIF2B2,2,1.07227,0.261,ok,0.2799,570,288,-282
UQCRC1,2,0.57156,0.4897,ok,0.27989,571,1055,484
YTHDC1,2,0.70831,0.3951,ok,0.27989,572,756,184
BRCA1,2,0.66103,0.4233,ok,0.2798,573,845,272
TOP3A,2,1.00147,0.2791,ok,0.27947,574,349,-225
POT1,2,0.70741,0.394,ok,0.27874,575,759,184
PDCD2,2,0.64354,0.4327,ok,0.27846,576,887,311
MRTO4,2,0.6968,0.3989,ok,0.27796,577,779,202
HCFC1,2,0.77353,0.3588,ok,0.27755,578,648,70
CENPE,2,0.5839,0.4753,ok,0.27751,579,1022,443
MAP3K7,2,0.6958,0.3979,ok,0.27683,580,780,200
SART3,2,0.81297,0.3405,ok,0.27681,581,592,11
TSEN2,2,0.5937,0.4649,ok,0.27602,582,995,413
MAD1L1,2,0.65587,0.4207,ok,0.27593,583,856,273
SCAF1,2,0.76659,0.3599,ok,0.27592,584,655,71
SNAPC1,2,0.56361,0.489,ok,0.27559,585,1069,484
RTEL1,2,0.6704,0.4109,ok,0.27549,586,833,247
TUT4,2,0.70705,0.3895,ok,0.27539,587,762,175
ZNF34,2,0.59651,0.4615,ok,0.27531,588,990,402
KIF18B,2,1.08208,0.2536,ok,0.27444,589,276,-313
COQ2,2,0.57858,0.4743,ok,0.27443,590,1037,447
EXOC8,2,0.62368,0.4394,ok,0.27404,591,930,339
ABHD15,2,0.95786,0.2851,ok,0.27312,592,413,-179
CTCF,2,0.60543,0.451,ok,0.27304,593,975,382
CDC7,2,1.38437,0.197,ok,0.27277,594,99,-495
COPS2,2,1.11768,0.2439,ok,0.27262,595,247,-348
PIKFYVE,2,0.61274,0.4448,ok,0.27255,596,954,358
XPO1,2,0.912,0.2986,ok,0.2723,597,464,-133
EXOSC5,2,0.8293,0.327,ok,0.2712,598,567,-31
USP36,2,0.54037,0.5011,ok,0.27076,599,1128,529
URB2,2,0.55593,0.4862,ok,0.27032,600,1086,486
RPS27,2,0.60282,0.4482,ok,0.27019,601,980,379
GOLGA7B,2,0.59958,0.4502,ok,0.26994,602,985,383
GPN3,2,0.84823,0.3181,ok,0.26986,603,543,-60
MARS1,2,0.62403,0.4322,ok,0.26973,604,928,324
MCM5,2,1.23828,0.2175,ok,0.26935,605,172,-433
SH2D3C,2,0.80027,0.3363,ok,0.26914,606,608,2
RNF40,2,0.54766,0.4899,ok,0.26831,607,1115,508
RHOA,2,0.55771,0.4803,ok,0.26789,608,1078,470
DIS3,2,0.69572,0.384,ok,0.26713,609,781,172
RPS19,2,0.64378,0.4134,ok,0.26616,610,886,276
WDCP,2,0.72091,0.3688,ok,0.26585,611,738,127
COASY,2,0.51331,0.5168,ok,0.2653,612,1203,591
POLR3H,2,0.59214,0.448,ok,0.26527,613,1002,389
C17orf67,2,0.78422,0.3382,ok,0.26521,614,633,19
PRKAR1A,2,0.50475,0.5236,ok,0.26431,615,1223,608
IDI1,2,0.68386,0.3859,ok,0.26394,616,806,190
AK2,2,0.78142,0.3374,ok,0.26365,617,635,18
AHCTF1,2,0.75815,0.3456,ok,0.26205,618,672,54
TICRR,2,1.27114,0.206,ok,0.26189,619,149,-470
VPS33A,2,0.59206,0.442,ok,0.26166,620,1003,383
COG2,2,0.77197,0.3386,ok,0.26136,621,649,28
RPL14,2,1.29945,0.2004,ok,0.26047,622,136,-486
